scenario,grouping,greedy_utility,dp_utility,utility_gap,greedy_adr,dp_adr,adr_gap,greedy_rb_util,dp_rb_util,greedy_switching,dp_switching
41,Teacher,0.8851377373321386,0.9204492131876142,0.03531147585547556,6275.0,6791.666666666667,516.666666666667,1.0,1.0,0.11666666666666665,0.09999999999999999
42,No grouping,0.8916666666666666,0.8916666666666666,0.0,7500.0,7500.0,0.0,0.3157894736842105,0.3157894736842105,0.21666666666666667,0.21666666666666667
42,CQI k-means,0.8916666666666666,0.9037825465209476,0.012115879854280975,7500.0,6791.666666666667,-708.333333333333,0.5087719298245614,0.42105263157894735,0.21666666666666667,0.13333333333333333
42,Resource-cost,0.8916666666666666,0.9037825465209476,0.012115879854280975,7500.0,6791.666666666667,-708.333333333333,0.5087719298245614,0.42105263157894735,0.21666666666666667,0.13333333333333333
42,Teacher,0.8916666666666666,0.9086288984626597,0.0169622317959931,7500.0,6508.333333333333,-991.666666666667,0.8245614035087719,0.6842105263157895,0.21666666666666667,0.09999999999999999
43,No grouping,0.6471841780840183,0.6471841780840183,0.0,3000.0,3000.0,0.0,0.44,0.44,0.19999999999999998,0.19999999999999998
43,CQI k-means,0.7569254223753424,0.7569254223753425,1.1102230246251565e-16,5250.0,5250.0,0.0,0.78,0.78,0.23333333333333336,0.23333333333333336
43,Resource-cost,0.7654291227225646,0.7654291227225647,1.1102230246251565e-16,5333.333333333333,5333.333333333333,0.0,1.0,1.0,0.26666666666666666,0.26666666666666666
43,Teacher,0.7226534817366819,0.7802671151864765,0.05761363344979464,3750.0,5150.0,1400.0,0.8,1.0,0.13333333333333333,0.19999999999999998
44,No grouping,0.9083333333333333,0.9083333333333333,0.0,7500.0,7500.0,0.0,0.2,0.18181818181818182,0.18333333333333332,0.18333333333333332
44,CQI k-means,0.9083333333333333,0.9083333333333333,0.0,7500.0,7500.0,0.0,0.2,0.18181818181818182,0.18333333333333332,0.18333333333333332
44,Resource-cost,0.9083333333333333,0.9107565093041896,0.002423175970856284,7500.0,7358.333333333333,-141.66666666666697,0.36363636363636365,0.3090909090909091,0.18333333333333332,0.16666666666666666
44,Teacher,0.9083333333333333,0.9204492131876142,0.012115879854280864,7500.0,6791.666666666667,-708.333333333333,0.7090909090909091,0.5454545454545454,0.18333333333333332,0.09999999999999999
45,No grouping,0.8833333333333334,0.8833333333333334,0.0,7500.0,7500.0,0.0,0.5,0.47058823529411764,0.2333333333333334,0.2333333333333334
45,CQI k-means,0.8833333333333334,0.8833333333333334,0.0,7500.0,7500.0,0.0,0.5,0.47058823529411764,0.2333333333333334,0.2333333333333334
45,Resource-cost,0.8789320148403349,0.8857565093041894,0.006824494463854469,7125.0,7358.333333333333,233.33333333333303,0.9411764705882353,0.9705882352941176,0.20000000000000007,0.2166666666666667
45,Teacher,0.8621158798542808,0.8906028612459019,0.02848698139162109,6791.666666666667,7075.0,283.33333333333303,0.9705882352941176,0.9411764705882353,0.2166666666666667,0.18333333333333335
46,No grouping,0.9249999999999999,0.9249999999999999,0.0,7500.0,7500.0,0.0,0.22641509433962265,0.20754716981132076,0.15,0.15
46,CQI k-means,0.9249999999999999,0.9274231759708561,0.002423175970856173,7500.0,7358.333333333333,-141.66666666666697,0.7358490566037735,0.6226415094339622,0.15,0.13333333333333333
