cqi_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,164,0,0.0,1.0,0.0,0.0
1,314,0,0.0,1.0,3.535742116640626e-19,1.1102230246251565e-16
2,171,0,0.0,1.0,-1.2985064615498906e-17,1.1102230246251565e-16
3+,181,4,0.022099447513812154,1.022099447513812,0.0010172124420678853,0.05715940214371462
