metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,26
multi_group_ratio,0.03132530120481928
mean_teacher_group_count,1.0313253012048194
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.0008410905201581412
max_teacher_gain_vs_single,0.09440267226723498
positive_gain_count,17
positive_gain_ratio,0.020481927710843374
