metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,40
multi_group_ratio,0.04819277108433735
mean_teacher_group_count,1.0481927710843373
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.002389750167036867
max_teacher_gain_vs_single,0.07945174187052606
positive_gain_count,40
positive_gain_ratio,0.04819277108433735
