scenario_mode,load_level,rb_budget_ratio,seed,test_index,kmax,feature_mode,method,pairwise_accuracy,ari,nmi,teacher_groups,predicted_groups,training_loads
ambiguous,light,0.5,23,14,3,history_cost_quality,LE-GRA MVP,0.7101449275362319,0.4161510391876884,0.3447837342774572,3,2,light+medium
ambiguous,light,0.5,23,15,3,history_cost_quality,Multi-feature k-means,0.4927536231884058,-0.007036747458952316,0.06906739769687996,3,3,light+medium
ambiguous,light,0.5,23,15,3,history_cost_quality,LE-GRA MVP,0.5579710144927537,0.12161527625606515,0.15743334368221976,3,3,light+medium
ambiguous,light,0.5,23,16,3,history_cost_quality,Multi-feature k-means,0.35144927536231885,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,23,16,3,history_cost_quality,LE-GRA MVP,0.5833333333333334,0.08382403879459646,0.17319760606270967,3,3,light+medium
ambiguous,light,0.5,23,17,3,history_cost_quality,Multi-feature k-means,0.7934782608695652,0.5735660847880298,0.6856855447392299,3,3,light+medium
ambiguous,light,0.5,23,17,3,history_cost_quality,LE-GRA MVP,0.5652173913043478,0.22933730454206994,0.5588487823476311,3,2,light+medium
ambiguous,light,0.5,23,18,3,history_cost_quality,Multi-feature k-means,0.9311594202898551,0.8626218170386671,0.8496613500636985,3,3,light+medium
ambiguous,light,0.5,23,18,3,history_cost_quality,LE-GRA MVP,0.7137681159420289,0.43518806341311783,0.5341054879290906,3,2,light+medium
ambiguous,light,0.5,23,19,3,history_cost_quality,Multi-feature k-means,0.9166666666666666,0.8281909710945112,0.7598737418084625,2,2,light+medium
ambiguous,light,0.5,23,19,3,history_cost_quality,LE-GRA MVP,0.9166666666666666,0.8281909710945112,0.7598737418084625,2,2,light+medium
ambiguous,medium,0.25,23,0,3,history_cost_quality,Multi-feature k-means,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,0,3,history_cost_quality,LE-GRA MVP,0.6557971014492754,0.3146889702038682,0.3781330851756802,2,2,light+medium
ambiguous,medium,0.25,23,1,3,history_cost_quality,Multi-feature k-means,0.7644927536231884,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,1,3,history_cost_quality,LE-GRA MVP,0.48188405797101447,-0.02834809796769153,0.04290546024985927,3,2,light+medium
ambiguous,medium,0.25,23,2,3,history_cost_quality,Multi-feature k-means,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,2,3,history_cost_quality,LE-GRA MVP,0.7717391304347826,0.5446737194930344,0.5553500579538703,2,2,light+medium
ambiguous,medium,0.25,23,3,3,history_cost_quality,Multi-feature k-means,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,3,3,history_cost_quality,LE-GRA MVP,0.5434782608695652,0.07466340269277848,0.24568370482100835,3,3,light+medium
ambiguous,medium,0.25,23,4,3,history_cost_quality,Multi-feature k-means,0.5108695652173914,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,4,3,history_cost_quality,LE-GRA MVP,0.6557971014492754,0.3122442555870317,0.2951811789604204,2,2,light+medium
ambiguous,medium,0.25,23,5,3,history_cost_quality,Multi-feature k-means,0.48188405797101447,-0.04181184668989548,0.006996768153785553,3,2,light+medium
ambiguous,medium,0.25,23,5,3,history_cost_quality,LE-GRA MVP,0.5181159420289855,-0.008794107947675095,0.16617457664272,3,3,light+medium
ambiguous,medium,0.25,23,6,3,history_cost_quality,Multi-feature k-means,0.4782608695652174,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,6,3,history_cost_quality,LE-GRA MVP,0.6086956521739131,0.21689785624211858,0.19770981879456512,2,2,light+medium
ambiguous,medium,0.25,23,7,3,history_cost_quality,Multi-feature k-means,0.48188405797101447,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,7,3,history_cost_quality,LE-GRA MVP,0.5,0.0018344776979926584,0.20372439818554047,3,3,light+medium
ambiguous,medium,0.25,23,8,3,history_cost_quality,Multi-feature k-means,0.8804347826086957,0.7488695268556304,0.736181545557015,3,3,light+medium
ambiguous,medium,0.25,23,8,3,history_cost_quality,LE-GRA MVP,0.782608695652174,0.5387700534759358,0.5474624904932331,3,3,light+medium
ambiguous,medium,0.25,23,9,3,history_cost_quality,Multi-feature k-means,0.5688405797101449,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,9,3,history_cost_quality,LE-GRA MVP,0.5108695652173914,0.01188076800678896,0.2367657854421592,2,2,light+medium
ambiguous,medium,0.25,23,10,3,history_cost_quality,Multi-feature k-means,0.8623188405797102,0.7068589636089218,0.7738000858209811,3,3,light+medium
ambiguous,medium,0.25,23,10,3,history_cost_quality,LE-GRA MVP,0.6014492753623188,0.2994600581475841,0.6193273609795464,3,2,light+medium
ambiguous,medium,0.25,23,11,3,history_cost_quality,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,11,3,history_cost_quality,LE-GRA MVP,0.4891304347826087,-0.0032999896875322413,0.1547752174192449,3,3,light+medium
ambiguous,medium,0.25,23,12,3,history_cost_quality,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,23,12,3,history_cost_quality,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,23,13,3,history_cost_quality,Multi-feature k-means,0.6014492753623188,0.1598870994521003,0.11335791826982973,3,2,light+medium
ambiguous,medium,0.25,23,13,3,history_cost_quality,LE-GRA MVP,0.5434782608695652,0.11767392297153295,0.24188249348158883,3,3,light+medium
ambiguous,medium,0.25,23,14,3,history_cost_quality,Multi-feature k-means,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,14,3,history_cost_quality,LE-GRA MVP,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,15,3,history_cost_quality,Multi-feature k-means,0.5108695652173914,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,23,15,3,history_cost_quality,LE-GRA MVP,0.5579710144927537,0.12161527625606515,0.15743334368221976,3,3,light+medium
ambiguous,medium,0.25,23,16,3,history_cost_quality,Multi-feature k-means,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,23,16,3,history_cost_quality,LE-GRA MVP,0.5688405797101449,0.12472017908538537,0.20246370069480954,2,2,light+medium
ambiguous,medium,0.25,23,17,3,history_cost_quality,Multi-feature k-means,0.6195652173913043,0.2857142857142857,0.5128050767340466,3,3,light+medium
ambiguous,medium,0.25,23,17,3,history_cost_quality,LE-GRA MVP,0.855072463768116,0.6048109965635738,0.7118290518590743,3,2,light+medium
ambiguous,medium,0.25,23,18,3,history_cost_quality,Multi-feature k-means,0.927536231884058,0.8553383301011583,0.8421719179759815,3,3,light+medium
ambiguous,medium,0.25,23,18,3,history_cost_quality,LE-GRA MVP,0.6231884057971014,0.2547899683264967,0.39344464013966307,3,2,light+medium
ambiguous,medium,0.25,23,19,3,history_cost_quality,Multi-feature k-means,0.9782608695652174,0.9559504176198329,0.9135712858791615,3,2,light+medium
ambiguous,medium,0.25,23,19,3,history_cost_quality,LE-GRA MVP,0.8260869565217391,0.6476033409586636,0.5032655614165233,3,2,light+medium
ambiguous,light,0.5,9,0,3,history_cost_load,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,0,3,history_cost_load,LE-GRA MVP,0.47101449275362317,-0.03850316993969387,0.06644870152766684,3,3,light+medium
ambiguous,light,0.5,9,1,3,history_cost_load,Multi-feature k-means,0.8115942028985508,0.6187845303867403,0.5532134008379241,3,2,light+medium
ambiguous,light,0.5,9,1,3,history_cost_load,LE-GRA MVP,0.6702898550724637,0.37040008021658477,0.5128891688309323,3,3,light+medium
ambiguous,light,0.5,9,2,3,history_cost_load,Multi-feature k-means,0.4855072463768116,-0.03196587498025177,0.07616191456978497,3,2,light+medium
ambiguous,light,0.5,9,2,3,history_cost_load,LE-GRA MVP,0.4601449275362319,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,3,3,history_cost_load,Multi-feature k-means,0.8623188405797102,0.7091352820455933,0.7727737058147917,3,3,light+medium
ambiguous,light,0.5,9,3,3,history_cost_load,LE-GRA MVP,0.6884057971014492,0.38022873257089146,0.4728058187010038,3,2,light+medium
ambiguous,light,0.5,9,4,3,history_cost_load,Multi-feature k-means,0.8152173913043478,0.601427115188583,0.7290394147377214,3,3,light+medium
ambiguous,light,0.5,9,4,3,history_cost_load,LE-GRA MVP,0.8695652173913043,0.731212465508846,0.7806034428048457,3,3,light+medium
ambiguous,light,0.5,9,5,3,history_cost_load,Multi-feature k-means,0.8840579710144928,0.7688442211055276,0.8261230797267559,3,2,light+medium
ambiguous,light,0.5,9,5,3,history_cost_load,LE-GRA MVP,0.6992753623188406,0.39874015748031494,0.46030126395377746,3,2,light+medium
ambiguous,light,0.5,9,6,3,history_cost_load,Multi-feature k-means,0.6304347826086957,0.24114507520621062,0.4265383288322028,3,3,light+medium
ambiguous,light,0.5,9,6,3,history_cost_load,LE-GRA MVP,0.6594202898550725,0.29983267663410157,0.45380770197195436,3,3,light+medium
ambiguous,light,0.5,9,7,3,history_cost_load,Multi-feature k-means,0.37318840579710144,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,7,3,history_cost_load,LE-GRA MVP,0.7028985507246377,0.37477208685562735,0.4542376542364821,3,3,light+medium
ambiguous,light,0.5,9,8,3,history_cost_load,Multi-feature k-means,0.4927536231884058,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,8,3,history_cost_load,LE-GRA MVP,0.4927536231884058,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,9,3,history_cost_load,Multi-feature k-means,0.5579710144927537,0.10394379690244294,0.32854590134864414,3,3,light+medium
ambiguous,light,0.5,9,9,3,history_cost_load,LE-GRA MVP,0.6304347826086957,0.25755577825834697,0.25170578504660696,3,2,light+medium
ambiguous,light,0.5,9,10,3,history_cost_load,Multi-feature k-means,0.6014492753623188,0.2301840864141184,0.40151504161819535,3,3,light+medium
ambiguous,light,0.5,9,10,3,history_cost_load,LE-GRA MVP,0.605072463768116,0.2587957031634966,0.43958208996303144,3,3,light+medium
ambiguous,light,0.5,9,11,3,history_cost_load,Multi-feature k-means,0.8007246376811594,0.5961477067149091,0.735621080980445,3,3,light+medium
ambiguous,light,0.5,9,11,3,history_cost_load,LE-GRA MVP,0.8007246376811594,0.5961477067149091,0.735621080980445,3,3,light+medium
ambiguous,light,0.5,9,12,3,history_cost_load,Multi-feature k-means,0.4782608695652174,-0.05764010857416568,0.0028880029419294066,3,2,light+medium
ambiguous,light,0.5,9,12,3,history_cost_load,LE-GRA MVP,0.48188405797101447,-0.053154018571886015,0.006891988276548952,3,2,light+medium
ambiguous,light,0.5,9,13,3,history_cost_load,Multi-feature k-means,0.9420289855072463,0.8824969400244798,0.8428345581204094,3,3,light+medium
ambiguous,light,0.5,9,13,3,history_cost_load,LE-GRA MVP,0.9239130434782609,0.8455059174752105,0.8153718876386818,3,3,light+medium
ambiguous,light,0.5,9,14,3,history_cost_load,Multi-feature k-means,0.37318840579710144,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,14,3,history_cost_load,LE-GRA MVP,0.7065217391304348,0.3536486642766277,0.477362238931961,3,3,light+medium
ambiguous,light,0.5,9,15,3,history_cost_load,Multi-feature k-means,0.8478260869565217,0.6915216349992016,0.7251757027253889,3,3,light+medium
ambiguous,light,0.5,9,15,3,history_cost_load,LE-GRA MVP,0.8623188405797102,0.7172893417434902,0.6885409773359482,3,3,light+medium
ambiguous,light,0.5,9,16,3,history_cost_load,Multi-feature k-means,0.39492753623188404,0.04078914509281609,0.20060079389023006,3,2,light+medium
ambiguous,light,0.5,9,16,3,history_cost_load,LE-GRA MVP,0.6086956521739131,0.1165905992531563,0.31770054258647124,3,3,light+medium
ambiguous,light,0.5,9,17,3,history_cost_load,Multi-feature k-means,0.7753623188405797,0.5479951397326852,0.5779764908176217,3,2,light+medium
ambiguous,light,0.5,9,17,3,history_cost_load,LE-GRA MVP,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,9,18,3,history_cost_load,Multi-feature k-means,0.7681159420289855,0.5232903330274734,0.6079168322989245,3,3,light+medium
ambiguous,light,0.5,9,18,3,history_cost_load,LE-GRA MVP,0.9166666666666666,0.8342904876266054,0.7821461328562928,3,2,light+medium
ambiguous,light,0.5,9,19,3,history_cost_load,Multi-feature k-means,0.6557971014492754,0.33687405159332323,0.48091769561195696,3,3,light+medium
ambiguous,light,0.5,9,19,3,history_cost_load,LE-GRA MVP,0.9021739130434783,0.7941208973367223,0.6879590100838477,3,2,light+medium
ambiguous,medium,0.25,9,0,3,history_cost_load,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,9,0,3,history_cost_load,LE-GRA MVP,0.4746376811594203,-0.03625064733298806,0.12170909492732869,3,3,light+medium
ambiguous,medium,0.25,9,1,3,history_cost_load,Multi-feature k-means,0.8405797101449275,0.676056338028169,0.6266172073486219,2,2,light+medium
ambiguous,medium,0.25,9,1,3,history_cost_load,LE-GRA MVP,0.6630434782608695,0.3762029746281715,0.5671646568718249,2,3,light+medium
ambiguous,medium,0.25,9,2,3,history_cost_load,Multi-feature k-means,0.4855072463768116,-0.03196587498025177,0.07616191456978497,3,2,light+medium
ambiguous,medium,0.25,9,2,3,history_cost_load,LE-GRA MVP,0.4601449275362319,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,9,3,3,history_cost_load,Multi-feature k-means,0.7101449275362319,0.42074610420273884,0.48443826032763593,2,2,light+medium
ambiguous,medium,0.25,9,3,3,history_cost_load,LE-GRA MVP,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,4,3,history_cost_load,Multi-feature k-means,1.0,1.0,1.0,3,3,light+medium
ambiguous,medium,0.25,9,4,3,history_cost_load,LE-GRA MVP,0.8152173913043478,0.601427115188583,0.7290394147377214,3,3,light+medium
ambiguous,medium,0.25,9,5,3,history_cost_load,Multi-feature k-means,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,5,3,history_cost_load,LE-GRA MVP,0.6557971014492754,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,6,3,history_cost_load,Multi-feature k-means,0.6304347826086957,0.24114507520621062,0.4265383288322028,3,3,light+medium
ambiguous,medium,0.25,9,6,3,history_cost_load,LE-GRA MVP,0.7898550724637681,0.5695154090249019,0.584254867150534,3,3,light+medium
ambiguous,medium,0.25,9,7,3,history_cost_load,Multi-feature k-means,0.7101449275362319,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,7,3,history_cost_load,LE-GRA MVP,0.7101449275362319,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,8,3,history_cost_load,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,8,3,history_cost_load,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,9,3,history_cost_load,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,9,3,history_cost_load,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,10,3,history_cost_load,Multi-feature k-means,0.7101449275362319,0.4221105527638191,0.47913876749186385,2,2,light+medium
ambiguous,medium,0.25,9,10,3,history_cost_load,LE-GRA MVP,0.7101449275362319,0.4221105527638191,0.47913876749186385,2,2,light+medium
ambiguous,medium,0.25,9,11,3,history_cost_load,Multi-feature k-means,0.8405797101449275,0.676056338028169,0.6266172073486219,2,2,light+medium
ambiguous,medium,0.25,9,11,3,history_cost_load,LE-GRA MVP,0.9166666666666666,0.8316537604752308,0.7712207797821039,2,2,light+medium
ambiguous,medium,0.25,9,12,3,history_cost_load,Multi-feature k-means,0.4855072463768116,-0.009634705548972186,0.15001718135393102,3,2,light+medium
ambiguous,medium,0.25,9,12,3,history_cost_load,LE-GRA MVP,0.48188405797101447,-0.02834809796769153,0.04290546024985927,3,2,light+medium
ambiguous,medium,0.25,9,13,3,history_cost_load,Multi-feature k-means,0.8623188405797102,0.7195571955719557,0.6814273271852466,3,3,light+medium
ambiguous,medium,0.25,9,13,3,history_cost_load,LE-GRA MVP,0.9130434782608695,0.8214459000485201,0.8117675095609492,3,3,light+medium
ambiguous,medium,0.25,9,14,3,history_cost_load,Multi-feature k-means,0.7717391304347826,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,14,3,history_cost_load,LE-GRA MVP,0.7717391304347826,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,15,3,history_cost_load,Multi-feature k-means,0.9565217391304348,0.9108958837772398,0.8866662832585234,3,3,light+medium
ambiguous,medium,0.25,9,15,3,history_cost_load,LE-GRA MVP,0.8188405797101449,0.629808466119427,0.6337379814956597,3,3,light+medium
ambiguous,medium,0.25,9,16,3,history_cost_load,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,16,3,history_cost_load,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,9,17,3,history_cost_load,Multi-feature k-means,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,17,3,history_cost_load,LE-GRA MVP,0.8405797101449275,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,9,18,3,history_cost_load,Multi-feature k-means,0.7608695652173914,0.5269308679166883,0.5204208250521145,3,2,light+medium
ambiguous,medium,0.25,9,18,3,history_cost_load,LE-GRA MVP,0.7608695652173914,0.5083931559345819,0.5605279911665408,3,3,light+medium
ambiguous,medium,0.25,9,19,3,history_cost_load,Multi-feature k-means,0.8913043478260869,0.7694235588972431,0.7470129667546934,3,3,light+medium
ambiguous,medium,0.25,9,19,3,history_cost_load,LE-GRA MVP,0.8442028985507246,0.687322162503952,0.682374599177892,3,2,light+medium
ambiguous,light,0.5,17,0,3,history_cost_load,Multi-feature k-means,0.6268115942028986,0.28364076201995764,0.44313846862042694,2,3,light+medium
ambiguous,light,0.5,17,0,3,history_cost_load,LE-GRA MVP,1.0,1.0,0.9999999999999998,2,2,light+medium
ambiguous,light,0.5,17,1,3,history_cost_load,Multi-feature k-means,0.34782608695652173,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,1,3,history_cost_load,LE-GRA MVP,0.7971014492753623,0.5570839064649243,0.5722826296921245,3,3,light+medium
ambiguous,light,0.5,17,2,3,history_cost_load,Multi-feature k-means,0.8188405797101449,0.5929923907273049,0.6463723788134287,3,3,light+medium
ambiguous,light,0.5,17,2,3,history_cost_load,LE-GRA MVP,0.5217391304347826,0.030496567140348114,0.19221448003758185,3,3,light+medium
ambiguous,light,0.5,17,3,3,history_cost_load,Multi-feature k-means,0.5471014492753623,0.09277374566109181,0.3065479561726144,3,2,light+medium
ambiguous,light,0.5,17,3,3,history_cost_load,LE-GRA MVP,0.7101449275362319,0.4314846284566661,0.6630387469803007,3,2,light+medium
ambiguous,light,0.5,17,4,3,history_cost_load,Multi-feature k-means,0.358695652173913,-0.04108771630722019,0.12587315667599888,3,2,light+medium
ambiguous,light,0.5,17,4,3,history_cost_load,LE-GRA MVP,0.4782608695652174,-0.05651549789994153,0.0016425096066145447,3,2,light+medium
ambiguous,light,0.5,17,5,3,history_cost_load,Multi-feature k-means,0.9456521739130435,0.8915889808316749,0.8962694224204701,3,2,light+medium
ambiguous,light,0.5,17,5,3,history_cost_load,LE-GRA MVP,0.717391304347826,0.4271116078556602,0.5731557598924845,3,3,light+medium
ambiguous,light,0.5,17,6,3,history_cost_load,Multi-feature k-means,0.4855072463768116,-0.05021705343265982,0.11825767131669483,3,3,light+medium
ambiguous,light,0.5,17,6,3,history_cost_load,LE-GRA MVP,0.5072463768115942,0.086670884227943,0.11200473707092905,3,2,light+medium
ambiguous,light,0.5,17,7,3,history_cost_load,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,7,3,history_cost_load,LE-GRA MVP,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,8,3,history_cost_load,Multi-feature k-means,0.8731884057971014,0.743712193568927,0.7135349768379503,3,3,light+medium
ambiguous,light,0.5,17,8,3,history_cost_load,LE-GRA MVP,0.7101449275362319,0.3915343915343915,0.5317477931342152,3,3,light+medium
ambiguous,light,0.5,17,9,3,history_cost_load,Multi-feature k-means,0.5036231884057971,0.024156085475379417,0.12193921692196037,2,3,light+medium
ambiguous,light,0.5,17,9,3,history_cost_load,LE-GRA MVP,0.4601449275362319,-0.005280140803754755,0.01941288901685865,2,3,light+medium
ambiguous,light,0.5,17,10,3,history_cost_load,Multi-feature k-means,0.7391304347826086,0.4717422510500292,0.510728847348287,3,2,light+medium
ambiguous,light,0.5,17,10,3,history_cost_load,LE-GRA MVP,0.32971014492753625,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,11,3,history_cost_load,Multi-feature k-means,0.5797101449275363,0.1034444133295996,0.2261531536334175,3,3,light+medium
ambiguous,light,0.5,17,11,3,history_cost_load,LE-GRA MVP,0.35144927536231885,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,12,3,history_cost_load,Multi-feature k-means,0.6268115942028986,0.28364076201995764,0.44313846862042694,3,2,light+medium
ambiguous,light,0.5,17,12,3,history_cost_load,LE-GRA MVP,0.34782608695652173,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,13,3,history_cost_load,Multi-feature k-means,0.8731884057971014,0.7454411299673237,0.6687410411979475,3,2,light+medium
ambiguous,light,0.5,17,13,3,history_cost_load,LE-GRA MVP,0.9565217391304348,0.9124319179313627,0.8671201019595056,3,2,light+medium
ambiguous,light,0.5,17,14,3,history_cost_load,Multi-feature k-means,0.6884057971014492,0.3601811418405305,0.4329756671799839,3,3,light+medium
ambiguous,light,0.5,17,14,3,history_cost_load,LE-GRA MVP,0.7246376811594203,0.4004458926427714,0.4301634146813792,3,3,light+medium
ambiguous,light,0.5,17,15,3,history_cost_load,Multi-feature k-means,0.6413043478260869,0.2536873156342183,0.43293639260367295,3,3,light+medium
ambiguous,light,0.5,17,15,3,history_cost_load,LE-GRA MVP,0.6123188405797102,0.1933792199278925,0.3609169697994205,3,3,light+medium
ambiguous,light,0.5,17,16,3,history_cost_load,Multi-feature k-means,0.5362318840579711,0.055350553505535055,0.12795624120074137,3,3,light+medium
ambiguous,light,0.5,17,16,3,history_cost_load,LE-GRA MVP,0.4166666666666667,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,17,3,history_cost_load,Multi-feature k-means,0.9239130434782609,0.8420019627085378,0.8462283624965931,3,3,light+medium
ambiguous,light,0.5,17,17,3,history_cost_load,LE-GRA MVP,0.8260869565217391,0.6273417721518988,0.6588230992184115,3,3,light+medium
ambiguous,light,0.5,17,18,3,history_cost_load,Multi-feature k-means,0.6992753623188406,0.0,0.0,3,1,light+medium
ambiguous,light,0.5,17,18,3,history_cost_load,LE-GRA MVP,0.5144927536231884,0.020498967106308677,0.07075915957388433,3,2,light+medium
ambiguous,light,0.5,17,19,3,history_cost_load,Multi-feature k-means,0.8768115942028986,0.7485126226081363,0.8109571789891111,3,2,light+medium
ambiguous,light,0.5,17,19,3,history_cost_load,LE-GRA MVP,0.532608695652174,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,0,3,history_cost_load,Multi-feature k-means,0.8804347826086957,0.7526881720430108,0.7965917800763678,3,3,light+medium
ambiguous,medium,0.25,17,0,3,history_cost_load,LE-GRA MVP,0.8768115942028986,0.7526490589909853,0.7177042030190981,3,2,light+medium
ambiguous,medium,0.25,17,1,3,history_cost_load,Multi-feature k-means,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,1,3,history_cost_load,LE-GRA MVP,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,2,3,history_cost_load,Multi-feature k-means,0.4927536231884058,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,2,3,history_cost_load,LE-GRA MVP,0.4927536231884058,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,3,3,history_cost_load,Multi-feature k-means,1.0,1.0,1.0,2,2,light+medium
ambiguous,medium,0.25,17,3,3,history_cost_load,LE-GRA MVP,0.8297101449275363,0.6562798092209856,0.670263539901729,2,3,light+medium
ambiguous,medium,0.25,17,4,3,history_cost_load,Multi-feature k-means,0.7065217391304348,-0.08503203261502593,0.02412973175621317,3,2,light+medium
ambiguous,medium,0.25,17,4,3,history_cost_load,LE-GRA MVP,0.8369565217391305,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,5,3,history_cost_load,Multi-feature k-means,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,5,3,history_cost_load,LE-GRA MVP,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,6,3,history_cost_load,Multi-feature k-means,0.6340579710144928,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,6,3,history_cost_load,LE-GRA MVP,0.4927536231884058,-0.053377678425385704,0.08312738841286062,3,2,light+medium
ambiguous,medium,0.25,17,7,3,history_cost_load,Multi-feature k-means,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,7,3,history_cost_load,LE-GRA MVP,0.5253623188405797,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,8,3,history_cost_load,Multi-feature k-means,0.644927536231884,0.28884682126518385,0.3834235399489019,3,2,light+medium
ambiguous,medium,0.25,17,8,3,history_cost_load,LE-GRA MVP,0.605072463768116,0.21089077746301538,0.3440068783110784,3,2,light+medium
ambiguous,medium,0.25,17,9,3,history_cost_load,Multi-feature k-means,0.6086956521739131,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,9,3,history_cost_load,LE-GRA MVP,0.6086956521739131,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,10,3,history_cost_load,Multi-feature k-means,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,10,3,history_cost_load,LE-GRA MVP,0.9166666666666666,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,11,3,history_cost_load,Multi-feature k-means,0.5471014492753623,0.1630276564774382,0.2906113924964639,3,3,light+medium
ambiguous,medium,0.25,17,11,3,history_cost_load,LE-GRA MVP,0.6956521739130435,0.0,0.0,3,1,light+medium
ambiguous,medium,0.25,17,12,3,history_cost_load,Multi-feature k-means,0.7717391304347826,0.5443873807776963,0.545228008856072,2,2,light+medium
ambiguous,medium,0.25,17,12,3,history_cost_load,LE-GRA MVP,0.8405797101449275,0.6814939152328997,0.6509631395521197,2,2,light+medium
ambiguous,medium,0.25,17,13,3,history_cost_load,Multi-feature k-means,0.6884057971014492,0.4075183465628276,0.6357622725700877,3,3,light+medium
ambiguous,medium,0.25,17,13,3,history_cost_load,LE-GRA MVP,0.8840579710144928,0.7631536604987932,0.6643726013806454,3,2,light+medium
ambiguous,medium,0.25,17,14,3,history_cost_load,Multi-feature k-means,0.7101449275362319,0.4231673546162286,0.4699285490644171,2,2,light+medium
ambiguous,medium,0.25,17,14,3,history_cost_load,LE-GRA MVP,0.48188405797101447,0.0,0.0,2,1,light+medium
ambiguous,medium,0.25,17,15,3,history_cost_load,Multi-feature k-means,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,17,15,3,history_cost_load,LE-GRA MVP,1.0,1.0,1.0,1,1,light+medium
ambiguous,medium,0.25,17,16,3,history_cost_load,Multi-feature k-means,0.44565217391304346,0.0,0.0,3,1,light+medium
