metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,17
multi_group_ratio,0.020481927710843374
mean_teacher_group_count,1.0204819277108435
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.0006647611833829516
max_teacher_gain_vs_single,0.05715940214371462
positive_gain_count,17
positive_gain_ratio,0.020481927710843374
