user_count,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
2,259,0,0.0,1.0,0.0,0.0
3,107,0,0.0,1.0,0.0,0.0
4,171,0,0.0,1.0,0.0,1.1102230246251565e-16
5,183,6,0.03278688524590164,1.0327868852459017,0.00039019424678816343,0.011900924527038947
6,50,0,0.0,1.0,0.0,0.0
7,60,1,0.016666666666666666,1.0166666666666666,0.0009526567023952437,0.05715940214371462
