cqi_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,164,0,0.0,1.0,0.0,0.0
1,314,0,0.0,1.0,3.535742116640626e-19,1.1102230246251565e-16
2,171,0,0.0,1.0,-1.2985064615498906e-17,1.1102230246251565e-16
3+,181,7,0.03867403314917127,1.0386740331491713,0.0007103035873256942,0.05715940214371462
