serving_gnb,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
gnb_1,430,1,0.002325581395348837,1.0023255813953489,0.00013292884219468672,0.05715940214371462
gnb_2,400,6,0.015,1.015,0.0001785138679055831,0.011900924527038947
