quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",248,0,0.0,1.0,0.0,0.0
low(<2),311,7,0.022508038585209004,1.022508038585209,0.00041339211995481843,0.05715940214371462
"mid[2,3)",271,0,0.0,1.0,0.0,0.0
