dispersion,seed,load,scenario_index,method,utility,adr_kbps,served_ratio,average_quality,system_spectral_efficiency,fairness
low,seed_0001,medium,1,CQI+cost+regret-graph 3-way union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,CQI k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,Resource-cost k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,Full RB-profile k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,Block RB-profile k-means (5 blocks),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,Overlap graph (simple similarity),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,Exact-regret graph (utility-aware),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,CQI+cost 2-way union (paper method),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,2,CQI+cost+regret-graph 3-way union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,CQI k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,Resource-cost k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,Full RB-profile k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,Block RB-profile k-means (5 blocks),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,Overlap graph (simple similarity),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,Exact-regret graph (utility-aware),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,CQI+cost 2-way union (paper method),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,3,CQI+cost+regret-graph 3-way union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,CQI k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,Resource-cost k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,Full RB-profile k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,Block RB-profile k-means (5 blocks),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,Overlap graph (simple similarity),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,Exact-regret graph (utility-aware),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,CQI+cost 2-way union (paper method),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,4,CQI+cost+regret-graph 3-way union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,CQI k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Resource-cost k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Full RB-profile k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Block RB-profile k-means (5 blocks),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Overlap graph (simple similarity),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,Exact-regret graph (utility-aware),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
low,seed_0001,medium,5,CQI+cost 2-way union (paper method),0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0
