scenario_mode,load_level,seed,test_index,feature_mode,legra_utility,cqi_utility
aligned,heavy,9,1,history_cost,0.663850844750685,0.663850844750685
aligned,heavy,9,2,history_cost,0.9458333333333332,0.9458333333333332
aligned,heavy,9,3,history_cost,0.6596841780840182,0.6596841780840182
aligned,heavy,9,4,history_cost,0.6763508447506851,0.6763508447506851
aligned,heavy,9,5,history_cost,0.904078111650274,0.904078111650274
aligned,heavy,9,6,history_cost,0.19096289515395115,0.15994257492007583
aligned,heavy,9,7,history_cost,0.9082447783169405,0.9082447783169405
aligned,heavy,9,8,history_cost,0.3026163100898861,0.3026163100898861
aligned,heavy,9,9,history_cost,0.2729549441155121,0.25656508893290414
aligned,heavy,9,10,history_cost,0.2682935781411381,0.18988412460048879
aligned,heavy,9,11,history_cost,0.6888508447506849,0.6888508447506849
aligned,heavy,9,12,history_cost,0.18630152917957718,0.12330682987186985
aligned,heavy,9,13,history_cost,0.9124114449836073,0.9124114449836073
aligned,heavy,9,14,history_cost,0.4709221261428463,0.4709221261428463
aligned,heavy,9,15,history_cost,0.31722476312884323,0.2819254223753424
aligned,heavy,9,16,history_cost,0.6721841780840183,0.6721841780840183
aligned,heavy,9,17,history_cost,0.6721841780840183,0.6721841780840183
aligned,heavy,9,18,history_cost,0.6930175114173517,0.6930175114173517
aligned,heavy,9,19,history_cost,0.3761619499463891,0.2919641776949818
aligned,heavy,9,20,history_cost,0.9249999999999999,0.9249999999999999
aligned,heavy,9,21,history_cost,0.6846841780840184,0.6846841780840184
aligned,heavy,9,22,history_cost,0.31928297675655276,0.31928297675655276
aligned,heavy,9,23,history_cost,0.6805175114173516,0.6805175114173516
aligned,heavy,9,24,history_cost,0.6930175114173517,0.6930175114173517
aligned,heavy,9,25,history_cost,0.6805175114173516,0.6805175114173516
aligned,heavy,9,26,history_cost,0.8874114449836071,0.8874114449836071
aligned,heavy,9,27,history_cost,0.2729549441155121,0.2287287926149947
aligned,heavy,9,28,history_cost,0.6596841780840182,0.6730201717231336
