dispersion,seed,scenario_index,method,utility,adr_kbps,served_ratio,average_quality,system_spectral_efficiency
low,9,2,CQI k-means,0.9410184652523718,7054.6,1.0,4.738,783.8444444444444
low,9,2,Resource-cost k-means,0.934970218029115,7408.2,1.0,4.946,823.1333333333333
low,9,2,Multi-feature k-means,0.9436354953008964,6901.6,1.0,4.648,766.8444444444444
low,9,2,Offline teacher,0.9350283742524156,7404.8,1.0,4.944,822.7555555555556
low,9,3,No grouping,0.9292000000000001,7500.0,1.0,5.0,833.3333333333334
low,9,3,CQI k-means,0.9374000274853772,7020.6,1.0,4.718,780.0666666666667
low,9,3,Resource-cost k-means,0.9306539055825137,7415.0,1.0,4.95,823.8888888888889
low,9,3,Multi-feature k-means,0.9407730884368088,6823.4,1.0,4.602,758.1555555555556
low,9,3,Offline teacher,0.9308283742524154,7404.8,1.0,4.944,822.7555555555556
low,9,4,No grouping,0.9324000000000001,7500.0,1.0,5.0,833.3333333333334
low,9,4,CQI k-means,0.941007121048481,6996.8,1.0,4.704,777.4222222222222
low,9,4,Resource-cost k-means,0.933970218029115,7408.2,1.0,4.946,823.1333333333333
low,9,4,Multi-feature k-means,0.9435078386504046,6850.6,1.0,4.618,761.1777777777778
low,9,4,Offline teacher,0.9341446866990166,7398.0,1.0,4.94,822.0
low,9,5,No grouping,0.9324000000000001,7500.0,1.0,5.0,833.3333333333334
low,9,5,CQI k-means,0.9404837150387761,7027.4,1.0,4.722,780.8222222222222
low,9,5,Resource-cost k-means,0.9324000000000001,7500.0,1.0,5.0,833.3333333333334
low,9,5,Multi-feature k-means,0.9412979021649838,6979.8,1.0,4.694,775.5333333333333
low,9,5,Offline teacher,0.9337957493592133,7418.4,1.0,4.952,824.2666666666667
low,10,0,No grouping,0.9280000000000002,7500.0,1.0,5.0,833.3333333333334
low,10,0,CQI k-means,0.9371886832814865,6962.8,1.0,4.684,773.6444444444444
low,10,0,Resource-cost k-means,0.9299773115922189,7384.4,1.0,4.932,820.4888888888889
low,10,0,Multi-feature k-means,0.9395730884368089,6823.4,1.0,4.602,758.1555555555556
low,10,0,Offline teacher,0.9300936240388198,7377.6,1.0,4.928,819.7333333333333
low,10,1,No grouping,0.9314000000000001,7500.0,1.0,5.0,833.3333333333334
low,10,1,CQI k-means,0.9408794643979892,6945.8,1.0,4.674,771.7555555555556
low,10,1,Resource-cost k-means,0.9314000000000001,7500.0,1.0,5.0,833.3333333333334
low,10,1,Multi-feature k-means,0.9437872755630166,6775.8,1.0,4.574,752.8666666666667
low,10,1,Offline teacher,0.931807093563104,7476.2,1.0,4.986,830.6888888888889
low,10,2,No grouping,0.9334000000000001,7500.0,1.0,5.0,833.3333333333334
low,10,2,CQI k-means,0.9410184652523716,7054.6,1.0,4.738,783.8444444444444
low,10,2,Resource-cost k-means,0.9343886557961093,7442.2,1.0,4.966,826.9111111111112
low,10,2,Multi-feature k-means,0.9424142146115848,6973.0,1.0,4.69,774.7777777777778
low,10,2,Offline teacher,0.935086530475716,7401.4,1.0,4.942,822.3777777777777
low,10,3,No grouping,0.9332,7500.0,1.0,5.0,833.3333333333334
low,10,3,CQI k-means,0.9413418712620768,7024.0,1.0,4.72,780.4444444444445
low,10,3,Resource-cost k-means,0.934886530475716,7401.4,1.0,4.942,822.3777777777777
low,10,3,Multi-feature k-means,0.944017057533902,6867.6,1.0,4.628,763.0666666666667
low,10,3,Offline teacher,0.9349446866990165,7398.0,1.0,4.94,822.0
low,10,4,No grouping,0.9336000000000001,7500.0,1.0,5.0,833.3333333333334
low,10,4,CQI k-means,0.9409276841358689,7071.6,1.0,4.748,785.7333333333333
low,10,4,Resource-cost k-means,0.9348794369126122,7425.2,1.0,4.956,825.0222222222222
low,10,4,Multi-feature k-means,0.9442425888640001,6877.8,1.0,4.634,764.2
low,10,4,Offline teacher,0.9354028429223171,7394.6,1.0,4.938,821.6222222222223
low,10,5,No grouping,0.9294000000000001,7500.0,1.0,5.0,833.3333333333334
low,10,5,CQI k-means,0.9375418712620766,7024.0,1.0,4.72,780.4444444444445
low,10,5,Resource-cost k-means,0.9306212806893117,7428.6,1.0,4.958,825.4
low,10,5,Multi-feature k-means,0.9412057133300111,6809.8,1.0,4.594,756.6444444444444
low,10,5,Offline teacher,0.9311446866990166,7398.0,1.0,4.94,822.0
mid_v2,1,0,No grouping,0.42793639169248765,1500.0,1.0,2.0,166.66666666666666
mid_v2,1,0,CQI k-means,0.5951868090976108,2539.4,1.0,2.624,282.15555555555557
mid_v2,1,0,Resource-cost k-means,0.6640369579901207,4713.6,1.0,3.224,523.7333333333333
mid_v2,1,0,Multi-feature k-means,0.6329897865547823,4046.5,1.0,2.998,449.6111111111111
mid_v2,1,0,Offline teacher,0.7117556968554769,3880.4,1.0,3.096,431.15555555555557
mid_v2,1,1,No grouping,0.4311363916924877,1500.0,1.0,2.0,166.66666666666666
mid_v2,1,1,CQI k-means,0.5814202494705174,2274.0,1.0,2.516,252.66666666666666
mid_v2,1,1,Resource-cost k-means,0.6575206455435196,4691.2,1.0,3.208,521.2444444444444
mid_v2,1,1,Multi-feature k-means,0.6128750104008027,2436.0,1.0,2.624,270.6666666666667
mid_v2,1,1,Offline teacher,0.7060091749029223,3816.8,1.0,3.072,424.0888888888889
mid_v2,1,2,No grouping,0.4307363916924877,1500.0,1.0,2.0,166.66666666666666
mid_v2,1,2,CQI k-means,0.5903401786350464,2322.0,1.0,2.548,258.0
mid_v2,1,2,Resource-cost k-means,0.6554887379106649,4204.0,1.0,3.088,467.1111111111111
mid_v2,1,2,Multi-feature k-means,0.6407169819399369,3743.6,1.0,2.904,415.9555555555556
mid_v2,1,2,Offline teacher,0.7188185312546326,3966.4,1.0,3.136,440.7111111111111
mid_v2,1,3,No grouping,0.4329363916924877,1500.0,1.0,2.0,166.66666666666666
mid_v2,1,3,CQI k-means,0.5739003203059885,2226.0,1.0,2.484,247.33333333333334
mid_v2,1,3,Resource-cost k-means,0.6579788017668202,4702.4,1.0,3.216,522.4888888888889
mid_v2,1,3,Multi-feature k-means,0.6059386668069522,3376.4,1.0,2.736,375.15555555555557
