method,utility,adr_kbps,used_spectral_efficiency,system_spectral_efficiency,served_ratio,unserved_ratio,average_quality,rb_utilization,avg_switching,fairness,avg_groups,selected_epoch,selection_validation_loss,pair_sampling,train_positive_pairs,train_negative_pairs,train_active_negative_ratio,train_mean_negative_distance,benchmark_id,benchmark_title,cqi_dispersion,rb_heterogeneity,pressure,scenario_mode,rb_budget_ratio,kmax,seed,feature_mode,train_scenarios,test_scenarios
No grouping,0.9333333333333335,7500.0,50.0,10.204081632653061,1.0,0.0,5.0,0.20408163265306123,0.13333333333333333,1.0,1.0,1,0.28410361793523364,random_balanced,23.0,24.0,0.9027777777777778,0.6442338326881325,bench_d1_h1_p1_control_easy,Dense-CQI aligned low-pressure control,d1_dense,h1_aligned,p1_low,aligned,0.68,3,37,history_cost_quality,3,1
CQI k-means,0.9527187411001826,6366.666666666667,26.52777777777778,8.662131519274377,1.0,0.0,4.333333333333333,0.32653061224489793,0.0,0.984403248873418,2.0,1,0.28410361793523364,random_balanced,23.0,24.0,0.9027777777777778,0.6442338326881325,bench_d1_h1_p1_control_easy,Dense-CQI aligned low-pressure control,d1_dense,h1_aligned,p1_low,aligned,0.68,3,37,history_cost_quality,3,1
Resource-cost k-means,0.9333333333333335,7500.0,50.0,10.204081632653061,1.0,0.0,5.0,0.20408163265306123,0.13333333333333333,1.0,1.0,1,0.28410361793523364,random_balanced,23.0,24.0,0.9027777777777778,0.6442338326881325,bench_d1_h1_p1_control_easy,Dense-CQI aligned low-pressure control,d1_dense,h1_aligned,p1_low,aligned,0.68,3,37,history_cost_quality,3,1
Multi-feature k-means,0.9527187411001826,6366.666666666667,19.292929292929294,8.662131519274377,1.0,0.0,4.333333333333333,0.4489795918367347,0.0,0.984403248873418,3.0,1,0.28410361793523364,random_balanced,23.0,24.0,0.9027777777777778,0.6442338326881325,bench_d1_h1_p1_control_easy,Dense-CQI aligned low-pressure control,d1_dense,h1_aligned,p1_low,aligned,0.68,3,37,history_cost_quality,3,1
Offline teacher,0.9454492131876142,6791.666666666667,26.633986928104576,9.240362811791384,1.0,0.0,4.583333333333333,0.3469387755102041,0.05000000000000001,0.9850001482931459,2.0,1,0.28410361793523364,random_balanced,23.0,24.0,0.9027777777777778,0.6442338326881325,bench_d1_h1_p1_control_easy,Dense-CQI aligned low-pressure control,d1_dense,h1_aligned,p1_low,aligned,0.68,3,37,history_cost_quality,3,1
LE-GRA MVP,0.9502955651293264,6508.333333333333,27.118055555555557,8.854875283446711,1.0,0.0,4.416666666666667,0.32653061224489793,0.016666666666666666,0.9836874834697682,2.0,1,0.28410361793523364,random_balanced,23.0,24.0,0.9027777777777778,0.6442338326881325,bench_d1_h1_p1_control_easy,Dense-CQI aligned low-pressure control,d1_dense,h1_aligned,p1_low,aligned,0.68,3,37,history_cost_quality,3,1
