quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",248,0,0.0,1.0,0.0,0.0
low(<2),305,3,0.009836065573770493,1.0098360655737706,0.0005622236276430954,0.05715940214371462
"mid[2,3)",277,6,0.021660649819494584,1.0216606498194947,0.002638504348911055,0.12181095077472703
