metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,9
multi_group_ratio,0.010843373493975903
mean_teacher_group_count,1.010843373493976
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.0010871613386500077
max_teacher_gain_vs_single,0.12181095077472703
positive_gain_count,9
positive_gain_ratio,0.010843373493975903
