quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,571,3,0.005253940455341506,1.0052539404553416,0.00030031209532599624,0.05715940214371462
1,200,6,0.03,1.03,0.00035702773581116953,0.011900924527038947
2,59,0,0.0,1.0,0.0,0.0
