scenario_id,timestamp_s,ue_id,user_index,cqi_now,previous_quality,distance_m,mean_resource_cost
simu5g_00000454,24.0,2,0,13,2,96.54608008558216,3.333333
simu5g_00000454,24.0,3,1,13,2,121.50932533909774,3.333333
simu5g_00000454,24.0,4,2,11,2,149.71235972444114,3.666667
simu5g_00000454,24.0,5,3,14,2,161.59253538992985,3.166667
simu5g_00000456,24.1,2,0,13,2,96.28421162000475,3.333333
simu5g_00000456,24.1,3,1,13,2,120.9117601285798,3.333333
simu5g_00000456,24.1,4,2,11,2,149.3656532886912,3.666667
simu5g_00000456,24.1,5,3,14,2,161.3899098684627,3.166667
simu5g_00000458,24.2,2,0,15,2,96.03402167260438,3.166667
simu5g_00000458,24.2,3,1,15,2,120.31391468066094,3.166667
simu5g_00000458,24.2,4,2,11,2,149.0164089494957,3.666667
simu5g_00000458,24.2,5,3,14,2,161.18293178313027,3.166667
simu5g_00000460,24.3,2,0,15,2,95.79461922376515,3.166667
simu5g_00000460,24.3,3,1,15,2,119.71713971998273,3.166667
simu5g_00000460,24.3,4,2,11,2,148.66207808519064,3.666667
simu5g_00000460,24.3,5,3,14,2,160.97168288368448,3.166667
simu5g_00000462,24.4,2,0,15,2,95.5667794712518,3.166667
simu5g_00000462,24.4,3,1,15,2,119.12094221757135,3.166667
simu5g_00000462,24.4,4,2,12,2,148.3047526225856,3.333333
simu5g_00000462,24.4,5,3,14,2,160.75257721897324,3.166667
simu5g_00000464,24.5,2,0,15,2,95.3499499934184,3.166667
simu5g_00000464,24.5,3,1,15,2,118.52529395655343,3.166667
simu5g_00000464,24.5,4,2,12,2,147.94356643520487,3.333333
simu5g_00000464,24.5,5,3,14,2,160.52588219338074,3.166667
simu5g_00000466,24.6,2,0,15,2,95.14449962202288,3.166667
simu5g_00000466,24.6,3,1,14,2,117.93057425695636,3.166667
simu5g_00000466,24.6,4,2,12,2,147.57793415949826,3.333333
simu5g_00000466,24.6,5,3,14,2,160.29265473603246,3.166667
simu5g_00000468,24.7,2,0,15,2,94.94989824784503,3.166667
simu5g_00000468,24.7,3,1,14,2,117.33597980638955,3.166667
simu5g_00000468,24.7,4,2,12,2,147.20674615406224,3.333333
simu5g_00000468,24.7,5,3,14,2,160.05581130484381,3.166667
simu5g_00000470,24.8,2,0,15,2,94.76684566335967,3.166667
simu5g_00000470,24.8,3,1,14,2,116.74219680445896,3.166667
simu5g_00000470,24.8,4,2,12,2,146.83078984569732,3.333333
simu5g_00000470,24.8,5,3,14,2,159.8111737676875,3.166667
simu5g_00000472,24.9,2,0,15,2,94.59458366312096,3.166667
simu5g_00000472,24.9,3,1,14,2,116.14925597167759,3.166667
simu5g_00000472,24.9,4,2,12,2,146.4527408494057,3.333333
simu5g_00000472,24.9,5,3,14,2,159.562669937869,3.166667
