cqi_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,164,0,0.0,1.0,0.0,0.0
1,311,0,0.0,1.0,3.5698489537786384e-19,1.1102230246251565e-16
2,172,0,0.0,1.0,-1.2264091551091846e-17,1.1102230246251565e-16
3+,183,9,0.04918032786885246,1.0491803278688525,0.0013272336261933326,0.05715940214371462
