quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,627,3,0.004784688995215311,1.0047846889952152,0.0002734899624101178,0.05715940214371462
1,166,6,0.03614457831325301,1.036144578313253,0.00043015389856768284,0.011900924527038947
2,37,0,0.0,1.0,1.050210969240013e-16,1.1102230246251565e-16
