quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,618,3,0.0048543689320388345,1.0048543689320388,0.00027747282594036223,0.05715940214371462
1,200,6,0.03,1.03,0.00035702773581116953,0.011900924527038947
2,12,0,0.0,1.0,0.0,0.0
