dispersion,seed,load,scenario_index,n_scenarios_this_run,method,utility,adr_kbps,served_ratio,average_quality,system_spectral_efficiency,fairness
mid,seed_0006,light,4,5,CQI k-means,0.40027173354879864,2571.25,1.0,2.65,47.61574074074074,0.8841109680978211
mid,seed_0006,light,4,5,CQI+cost 2-way union (paper method),0.40027173354879864,2571.25,1.0,2.65,47.61574074074074,0.8841109680978211
mid,seed_0006,light,4,5,CQI+cost+switching 3-way union (former headline),0.40027173354879864,2571.25,1.0,2.65,47.61574074074074,0.8841109680978211
mid,seed_0006,light,4,5,CQI+cost+regret-graph 3-way union,0.40027173354879864,2571.25,1.0,2.65,47.61574074074074,0.8841109680978211
mid,seed_0006,light,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.40027173354879864,2571.25,1.0,2.65,47.61574074074074,0.8841109680978211
mid,seed_0006,medium,0,5,CQI k-means,0.30730997725195636,1238.75,1.0,1.725,45.879629629629626,0.895046662535088
mid,seed_0006,medium,0,5,CQI+cost 2-way union (paper method),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0006,medium,0,5,CQI+cost+switching 3-way union (former headline),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0006,medium,0,5,CQI+cost+regret-graph 3-way union,0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0006,medium,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0006,medium,1,5,CQI k-means,0.29404822785908413,1167.5,1.0,1.65,43.24074074074074,0.8690882282617358
mid,seed_0006,medium,1,5,CQI+cost 2-way union (paper method),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0006,medium,1,5,CQI+cost+switching 3-way union (former headline),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0006,medium,1,5,CQI+cost+regret-graph 3-way union,0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0006,medium,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0006,medium,2,5,CQI k-means,0.28078647846621196,1096.25,1.0,1.575,40.601851851851855,0.8449367227666212
mid,seed_0006,medium,2,5,CQI+cost 2-way union (paper method),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0006,medium,2,5,CQI+cost+switching 3-way union (former headline),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0006,medium,2,5,CQI+cost+regret-graph 3-way union,0.34703798190017554,1467.5,1.0,1.95,54.351851851851855,0.9812307779929377
mid,seed_0006,medium,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.34703798190017554,1467.5,1.0,1.95,54.351851851851855,0.9812307779929377
mid,seed_0006,medium,3,5,CQI k-means,0.3018493202067124,2090.0,1.0,2.025,77.4074074074074,0.7174934296977661
mid,seed_0006,medium,3,5,CQI+cost 2-way union (paper method),0.3018493202067124,2090.0,1.0,2.025,77.4074074074074,0.7174934296977661
mid,seed_0006,medium,3,5,CQI+cost+switching 3-way union (former headline),0.3018493202067124,2090.0,1.0,2.025,77.4074074074074,0.7174934296977661
mid,seed_0006,medium,3,5,CQI+cost+regret-graph 3-way union,0.30254593293861454,1305.0,1.0,1.7,48.333333333333336,0.8876856919468334
mid,seed_0006,medium,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.30254593293861454,1305.0,1.0,1.7,48.333333333333336,0.8876856919468334
mid,seed_0006,medium,4,5,CQI k-means,0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0006,medium,4,5,CQI+cost 2-way union (paper method),0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0006,medium,4,5,CQI+cost+switching 3-way union (former headline),0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0006,medium,4,5,CQI+cost+regret-graph 3-way union,0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0006,medium,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0006,heavy,0,5,CQI k-means,0.12985697317928904,453.75,1.0,0.725,50.416666666666664,0.893955223880597
mid,seed_0006,heavy,0,5,CQI+cost 2-way union (paper method),0.12985697317928904,453.75,1.0,0.725,50.416666666666664,0.893955223880597
mid,seed_0006,heavy,0,5,CQI+cost+switching 3-way union (former headline),0.12985697317928904,453.75,1.0,0.725,50.416666666666664,0.893955223880597
mid,seed_0006,heavy,0,5,CQI+cost+regret-graph 3-way union,0.12985697317928904,453.75,1.0,0.725,50.416666666666664,0.893955223880597
mid,seed_0006,heavy,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.12985697317928904,453.75,1.0,0.725,50.416666666666664,0.893955223880597
mid,seed_0006,heavy,1,5,CQI k-means,0.11642349319522467,427.5,1.0,0.65,47.5,0.8676854599406528
mid,seed_0006,heavy,1,5,CQI+cost 2-way union (paper method),0.11642349319522467,427.5,1.0,0.65,47.5,0.8676854599406528
mid,seed_0006,heavy,1,5,CQI+cost+switching 3-way union (former headline),0.11642349319522467,427.5,1.0,0.65,47.5,0.8676854599406528
mid,seed_0006,heavy,1,5,CQI+cost+regret-graph 3-way union,0.12463523979283697,536.25,0.975,1.0,59.583333333333336,0.975
mid,seed_0006,heavy,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.12463523979283697,536.25,0.975,1.0,59.583333333333336,0.975
mid,seed_0006,heavy,2,5,CQI k-means,0.10299001321116033,401.25,1.0,0.575,44.583333333333336,0.8432160392798691
mid,seed_0006,heavy,2,5,CQI+cost 2-way union (paper method),0.10299001321116033,401.25,1.0,0.575,44.583333333333336,0.8432160392798691
mid,seed_0006,heavy,2,5,CQI+cost+switching 3-way union (former headline),0.10299001321116033,401.25,1.0,0.575,44.583333333333336,0.8432160392798691
mid,seed_0006,heavy,2,5,CQI+cost+regret-graph 3-way union,0.12463523979283697,536.25,0.975,1.0,59.583333333333336,0.975
mid,seed_0006,heavy,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.12463523979283697,536.25,0.975,1.0,59.583333333333336,0.975
mid,seed_0006,heavy,3,5,CQI k-means,0.12090131985657945,436.25,1.0,0.675,48.47222222222222,0.8762661870503597
mid,seed_0006,heavy,3,5,CQI+cost 2-way union (paper method),0.14776827982470825,488.75,1.0,0.825,54.30555555555556,0.9310657734470158
mid,seed_0006,heavy,3,5,CQI+cost+switching 3-way union (former headline),0.14776827982470825,488.75,1.0,0.825,54.30555555555556,0.9310657734470158
mid,seed_0006,heavy,3,5,CQI+cost+regret-graph 3-way union,0.14776827982470825,488.75,1.0,0.825,54.30555555555556,0.9310657734470158
mid,seed_0006,heavy,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.14776827982470825,488.75,1.0,0.825,54.30555555555556,0.9310657734470158
mid,seed_0006,heavy,4,5,CQI k-means,0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0006,heavy,4,5,CQI+cost 2-way union (paper method),0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0006,heavy,4,5,CQI+cost+switching 3-way union (former headline),0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0006,heavy,4,5,CQI+cost+regret-graph 3-way union,0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0006,heavy,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0007,light,0,5,CQI k-means,0.3841615647416617,2257.5,1.0,2.45,41.80555555555556,0.8482710192871856
mid,seed_0007,light,0,5,CQI+cost 2-way union (paper method),0.393569955758053,2510.0,1.0,2.6,46.48148148148148,0.8677226086357689
mid,seed_0007,light,0,5,CQI+cost+switching 3-way union (former headline),0.393569955758053,2510.0,1.0,2.6,46.48148148148148,0.8677226086357689
mid,seed_0007,light,0,5,CQI+cost+regret-graph 3-way union,0.393569955758053,2510.0,1.0,2.6,46.48148148148148,0.8677226086357689
mid,seed_0007,light,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.393569955758053,2510.0,1.0,2.6,46.48148148148148,0.8677226086357689
mid,seed_0007,light,1,5,CQI k-means,0.4084038688676178,2362.5,1.0,2.575,43.75,0.9103211009174312
mid,seed_0007,light,1,5,CQI+cost 2-way union (paper method),0.4084038688676178,2362.5,1.0,2.575,43.75,0.9103211009174312
mid,seed_0007,light,1,5,CQI+cost+switching 3-way union (former headline),0.4084038688676178,2362.5,1.0,2.575,43.75,0.9103211009174312
mid,seed_0007,light,1,5,CQI+cost+regret-graph 3-way union,0.4084038688676178,2362.5,1.0,2.575,43.75,0.9103211009174312
mid,seed_0007,light,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.4084038688676178,2362.5,1.0,2.575,43.75,0.9103211009174312
mid,seed_0007,light,2,5,CQI k-means,0.3667628445950704,2265.0,1.0,2.4,41.94444444444444,0.8027578922661659
mid,seed_0007,light,2,5,CQI+cost 2-way union (paper method),0.3667628445950704,2265.0,1.0,2.4,41.94444444444444,0.8027578922661659
mid,seed_0007,light,2,5,CQI+cost+switching 3-way union (former headline),0.3667628445950704,2265.0,1.0,2.4,41.94444444444444,0.8027578922661659
mid,seed_0007,light,2,5,CQI+cost+regret-graph 3-way union,0.3667628445950704,2265.0,1.0,2.4,41.94444444444444,0.8027578922661659
mid,seed_0007,light,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3667628445950704,2265.0,1.0,2.4,41.94444444444444,0.8027578922661659
mid,seed_0007,light,3,5,CQI k-means,0.38686817796730744,2448.75,1.0,2.55,45.34722222222222,0.8513876687165561
mid,seed_0007,light,3,5,CQI+cost 2-way union (paper method),0.38686817796730744,2448.75,1.0,2.55,45.34722222222222,0.8513876687165561
mid,seed_0007,light,3,5,CQI+cost+switching 3-way union (former headline),0.38686817796730744,2448.75,1.0,2.55,45.34722222222222,0.8513876687165561
mid,seed_0007,light,3,5,CQI+cost+regret-graph 3-way union,0.38686817796730744,2448.75,1.0,2.55,45.34722222222222,0.8513876687165561
mid,seed_0007,light,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.38686817796730744,2448.75,1.0,2.55,45.34722222222222,0.8513876687165561
mid,seed_0007,light,4,5,CQI k-means,0.36391181990605687,2200.0,1.0,2.325,40.74074074074074,0.8266438941076003
mid,seed_0007,light,4,5,CQI+cost 2-way union (paper method),0.37759898786478646,2425.0,1.0,2.475,44.907407407407405,0.8562977793957044
mid,seed_0007,light,4,5,CQI+cost+switching 3-way union (former headline),0.37759898786478646,2425.0,1.0,2.475,44.907407407407405,0.8562977793957044
mid,seed_0007,light,4,5,CQI+cost+regret-graph 3-way union,0.37759898786478646,2425.0,1.0,2.475,44.907407407407405,0.8562977793957044
mid,seed_0007,light,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.37759898786478646,2425.0,1.0,2.475,44.907407407407405,0.8562977793957044
mid,seed_0007,medium,0,5,CQI k-means,0.2984688109900415,1191.25,1.0,1.675,44.120370370370374,0.8775644494260426
mid,seed_0007,medium,0,5,CQI+cost 2-way union (paper method),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,0,5,CQI+cost+switching 3-way union (former headline),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,0,5,CQI+cost+regret-graph 3-way union,0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,1,5,CQI k-means,0.28078647846621196,1096.25,1.0,1.575,40.601851851851855,0.8449367227666212
mid,seed_0007,medium,1,5,CQI+cost 2-way union (paper method),0.30254593293861454,1305.0,1.0,1.7,48.333333333333336,0.8876856919468334
mid,seed_0007,medium,1,5,CQI+cost+switching 3-way union (former headline),0.30254593293861454,1305.0,1.0,1.7,48.333333333333336,0.8876856919468334
mid,seed_0007,medium,1,5,CQI+cost+regret-graph 3-way union,0.30254593293861454,1305.0,1.0,1.7,48.333333333333336,0.8876856919468334
mid,seed_0007,medium,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.30254593293861454,1305.0,1.0,1.7,48.333333333333336,0.8876856919468334
mid,seed_0007,medium,2,5,CQI k-means,0.30288939412099897,1215.0,1.0,1.7,45.0,0.8862224223322828
mid,seed_0007,medium,2,5,CQI+cost 2-way union (paper method),0.3114443427309267,1337.5,1.0,1.75,49.53703703703704,0.9063489550348321
mid,seed_0007,medium,2,5,CQI+cost+switching 3-way union (former headline),0.3114443427309267,1337.5,1.0,1.75,49.53703703703704,0.9063489550348321
mid,seed_0007,medium,2,5,CQI+cost+regret-graph 3-way union,0.3114443427309267,1337.5,1.0,1.75,49.53703703703704,0.9063489550348321
mid,seed_0007,medium,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3114443427309267,1337.5,1.0,1.75,49.53703703703704,0.9063489550348321
mid,seed_0007,medium,3,5,CQI k-means,0.275850703561678,1207.5,1.0,1.55,44.72222222222222,0.8318677792041078
mid,seed_0007,medium,3,5,CQI+cost 2-way union (paper method),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,3,5,CQI+cost+switching 3-way union (former headline),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,3,5,CQI+cost+regret-graph 3-way union,0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0007,medium,4,5,CQI k-means,0.2669522937693658,1175.0,1.0,1.5,43.51851851851852,0.8133284241531664
mid,seed_0007,medium,4,5,CQI+cost 2-way union (paper method),0.2669522937693658,1175.0,1.0,1.5,43.51851851851852,0.8133284241531664
mid,seed_0007,medium,4,5,CQI+cost+switching 3-way union (former headline),0.2669522937693658,1175.0,1.0,1.5,43.51851851851852,0.8133284241531664
mid,seed_0007,medium,4,5,CQI+cost+regret-graph 3-way union,0.2669522937693658,1175.0,1.0,1.5,43.51851851851852,0.8133284241531664
mid,seed_0007,medium,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.2669522937693658,1175.0,1.0,1.5,43.51851851851852,0.8133284241531664
mid,seed_0007,heavy,0,5,CQI k-means,0.12090131985657945,436.25,1.0,0.675,48.47222222222222,0.8762661870503597
mid,seed_0007,heavy,0,5,CQI+cost 2-way union (paper method),0.12090131985657945,436.25,1.0,0.675,48.47222222222222,0.8762661870503597
mid,seed_0007,heavy,0,5,CQI+cost+switching 3-way union (former headline),0.12090131985657945,436.25,1.0,0.675,48.47222222222222,0.8762661870503597
mid,seed_0007,heavy,0,5,CQI+cost+regret-graph 3-way union,0.12090131985657945,436.25,1.0,0.675,48.47222222222222,0.8762661870503597
mid,seed_0007,heavy,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.12090131985657945,436.25,1.0,0.675,48.47222222222222,0.8762661870503597
mid,seed_0007,heavy,1,5,CQI k-means,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0007,heavy,1,5,CQI+cost 2-way union (paper method),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0007,heavy,1,5,CQI+cost+switching 3-way union (former headline),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0007,heavy,1,5,CQI+cost+regret-graph 3-way union,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0007,heavy,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0007,heavy,2,5,CQI k-means,0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0007,heavy,2,5,CQI+cost 2-way union (paper method),0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0007,heavy,2,5,CQI+cost+switching 3-way union (former headline),0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0007,heavy,2,5,CQI+cost+regret-graph 3-way union,0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0007,heavy,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0007,heavy,3,5,CQI k-means,0.1388126265019986,471.25,1.0,0.775,52.361111111111114,0.9122528883183568
mid,seed_0007,heavy,3,5,CQI+cost 2-way union (paper method),0.1388126265019986,471.25,1.0,0.775,52.361111111111114,0.9122528883183568
mid,seed_0007,heavy,3,5,CQI+cost+switching 3-way union (former headline),0.1388126265019986,471.25,1.0,0.775,52.361111111111114,0.9122528883183568
mid,seed_0007,heavy,3,5,CQI+cost+regret-graph 3-way union,0.1388126265019986,471.25,1.0,0.775,52.361111111111114,0.9122528883183568
mid,seed_0007,heavy,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1388126265019986,471.25,1.0,0.775,52.361111111111114,0.9122528883183568
mid,seed_0007,heavy,4,5,CQI k-means,0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0007,heavy,4,5,CQI+cost 2-way union (paper method),0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0007,heavy,4,5,CQI+cost+switching 3-way union (former headline),0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0007,heavy,4,5,CQI+cost+regret-graph 3-way union,0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0007,heavy,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.0,200.0,1.0,0.0,22.22222222222222,1.0
mid,seed_0008,light,0,5,CQI k-means,0.401560284888253,2250.0,1.0,2.5,41.666666666666664,0.9
mid,seed_0008,light,0,5,CQI+cost 2-way union (paper method),0.401560284888253,2250.0,1.0,2.5,41.666666666666664,0.9
mid,seed_0008,light,0,5,CQI+cost+switching 3-way union (former headline),0.401560284888253,2250.0,1.0,2.5,41.666666666666664,0.9
mid,seed_0008,light,0,5,CQI+cost+regret-graph 3-way union,0.401560284888253,2250.0,1.0,2.5,41.666666666666664,0.9
mid,seed_0008,light,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.401560284888253,2250.0,1.0,2.5,41.666666666666664,0.9
mid,seed_0008,light,1,5,CQI k-means,0.37035467815519163,4120.0,1.0,2.8,76.29629629629629,0.7204753820033956
mid,seed_0008,light,1,5,CQI+cost 2-way union (paper method),0.39539580744941083,2490.0,1.0,2.575,46.111111111111114,0.8885210662080826
mid,seed_0008,light,1,5,CQI+cost+switching 3-way union (former headline),0.39539580744941083,2490.0,1.0,2.575,46.111111111111114,0.8885210662080826
mid,seed_0008,light,1,5,CQI+cost+regret-graph 3-way union,0.39539580744941083,2490.0,1.0,2.575,46.111111111111114,0.8885210662080826
mid,seed_0008,light,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.39539580744941083,2490.0,1.0,2.575,46.111111111111114,0.8885210662080826
mid,seed_0008,light,2,5,CQI k-means,0.39086334253240734,2318.75,1.0,2.5,42.93981481481482,0.8636677375633753
mid,seed_0008,light,2,5,CQI+cost 2-way union (paper method),0.42231740567318826,2705.0,1.0,2.775,50.092592592592595,0.9424905004186256
mid,seed_0008,light,2,5,CQI+cost+switching 3-way union (former headline),0.42231740567318826,2705.0,1.0,2.775,50.092592592592595,0.9424905004186256
mid,seed_0008,light,2,5,CQI+cost+regret-graph 3-way union,0.42231740567318826,2705.0,1.0,2.775,50.092592592592595,0.9424905004186256
mid,seed_0008,light,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.42231740567318826,2705.0,1.0,2.775,50.092592592592595,0.9424905004186256
mid,seed_0008,light,3,5,CQI k-means,0.3840197585530426,2206.25,1.0,2.425,40.85648148148148,0.8511078629583083
mid,seed_0008,light,3,5,CQI+cost 2-way union (paper method),0.3840197585530426,2206.25,1.0,2.425,40.85648148148148,0.8511078629583083
mid,seed_0008,light,3,5,CQI+cost+switching 3-way union (former headline),0.3840197585530426,2206.25,1.0,2.425,40.85648148148148,0.8511078629583083
mid,seed_0008,light,3,5,CQI+cost+regret-graph 3-way union,0.3840197585530426,2206.25,1.0,2.425,40.85648148148148,0.8511078629583083
mid,seed_0008,light,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3840197585530426,2206.25,1.0,2.425,40.85648148148148,0.8511078629583083
mid,seed_0008,light,4,5,CQI k-means,0.3689269469193151,2510.0,1.0,2.475,46.48148148148148,0.8476991388589882
mid,seed_0008,light,4,5,CQI+cost 2-way union (paper method),0.3778826002420247,2527.5,1.0,2.525,46.80555555555556,0.8580455331508873
mid,seed_0008,light,4,5,CQI+cost+switching 3-way union (former headline),0.3778826002420247,2527.5,1.0,2.525,46.80555555555556,0.8580455331508873
mid,seed_0008,light,4,5,CQI+cost+regret-graph 3-way union,0.3778826002420247,2527.5,1.0,2.525,46.80555555555556,0.8580455331508873
mid,seed_0008,light,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3778826002420247,2527.5,1.0,2.525,46.80555555555556,0.8580455331508873
mid,seed_0008,medium,0,5,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,55.55555555555556,1.0
mid,seed_0008,medium,0,5,CQI+cost 2-way union (paper method),0.35593639169248764,1500.0,1.0,2.0,55.55555555555556,1.0
mid,seed_0008,medium,0,5,CQI+cost+switching 3-way union (former headline),0.35593639169248764,1500.0,1.0,2.0,55.55555555555556,1.0
mid,seed_0008,medium,0,5,CQI+cost+regret-graph 3-way union,0.35593639169248764,1500.0,1.0,2.0,55.55555555555556,1.0
mid,seed_0008,medium,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.35593639169248764,1500.0,1.0,2.0,55.55555555555556,1.0
mid,seed_0008,medium,1,5,CQI k-means,0.3130289246588128,2160.0,1.0,2.1,80.0,0.7391634980988593
mid,seed_0008,medium,1,5,CQI+cost 2-way union (paper method),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0008,medium,1,5,CQI+cost+switching 3-way union (former headline),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0008,medium,1,5,CQI+cost+regret-graph 3-way union,0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0008,medium,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.3292411623155511,1402.5,1.0,1.85,51.94444444444444,0.9437477509895645
mid,seed_0008,medium,2,5,CQI k-means,0.31173056038291375,1262.5,1.0,1.75,46.75925925925926,0.9040233959588798
mid,seed_0008,medium,2,5,CQI+cost 2-way union (paper method),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0008,medium,2,5,CQI+cost+switching 3-way union (former headline),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0008,medium,2,5,CQI+cost+regret-graph 3-way union,0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0008,medium,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.33813957210786333,1435.0,1.0,1.9,53.148148148148145,0.962479551297032
mid,seed_0008,medium,3,5,CQI k-means,0.30288939412099897,1215.0,1.0,1.7,45.0,0.8862224223322828
mid,seed_0008,medium,3,5,CQI+cost 2-way union (paper method),0.30288939412099897,1215.0,1.0,1.7,45.0,0.8862224223322828
mid,seed_0008,medium,3,5,CQI+cost+switching 3-way union (former headline),0.30288939412099897,1215.0,1.0,1.7,45.0,0.8862224223322828
mid,seed_0008,medium,3,5,CQI+cost+regret-graph 3-way union,0.30288939412099897,1215.0,1.0,1.7,45.0,0.8862224223322828
mid,seed_0008,medium,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.30288939412099897,1215.0,1.0,1.7,45.0,0.8862224223322828
mid,seed_0008,medium,4,5,CQI k-means,0.275850703561678,1207.5,1.0,1.55,44.72222222222222,0.8318677792041078
mid,seed_0008,medium,4,5,CQI+cost 2-way union (paper method),0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0008,medium,4,5,CQI+cost+switching 3-way union (former headline),0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0008,medium,4,5,CQI+cost+regret-graph 3-way union,0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0008,medium,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.2936475231463023,1272.5,1.0,1.65,47.129629629629626,0.8690493760901651
mid,seed_0008,heavy,0,5,CQI k-means,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0008,heavy,0,5,CQI+cost 2-way union (paper method),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0008,heavy,0,5,CQI+cost+switching 3-way union (former headline),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0008,heavy,0,5,CQI+cost+regret-graph 3-way union,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0008,heavy,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
mid,seed_0008,heavy,1,5,CQI k-means,0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0008,heavy,1,5,CQI+cost 2-way union (paper method),0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0008,heavy,1,5,CQI+cost+switching 3-way union (former headline),0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0008,heavy,1,5,CQI+cost+regret-graph 3-way union,0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0008,heavy,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.12537914651793425,445.0,1.0,0.7,49.44444444444444,0.8850279329608939
mid,seed_0008,heavy,2,5,CQI k-means,0.13433479984064384,462.5,1.0,0.75,51.388888888888886,0.9030343007915568
mid,seed_0008,heavy,2,5,CQI+cost 2-way union (paper method),0.13433479984064384,462.5,1.0,0.75,51.388888888888886,0.9030343007915568
mid,seed_0008,heavy,2,5,CQI+cost+switching 3-way union (former headline),0.13433479984064384,462.5,1.0,0.75,51.388888888888886,0.9030343007915568
mid,seed_0008,heavy,2,5,CQI+cost+regret-graph 3-way union,0.13433479984064384,462.5,1.0,0.75,51.388888888888886,0.9030343007915568
mid,seed_0008,heavy,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.13433479984064384,462.5,1.0,0.75,51.388888888888886,0.9030343007915568
