dispersion,seed,load,scenario_index,n_scenarios_this_run,method,utility,adr_kbps,served_ratio,average_quality,system_spectral_efficiency,fairness
low,seed_0006,light,1,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,1,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,1,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,1,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,2,5,CQI k-means,0.5204210256523847,5585.0,1.0,3.9,103.42592592592592,0.9726142405013953
low,seed_0006,light,2,5,CQI+cost 2-way union (paper method),0.5247495686513294,5692.5,1.0,3.95,105.41666666666667,0.9862824434451115
low,seed_0006,light,2,5,CQI+cost+switching 3-way union (former headline),0.5247495686513294,5692.5,1.0,3.95,105.41666666666667,0.9862824434451115
low,seed_0006,light,2,5,CQI+cost+regret-graph 3-way union,0.5247495686513294,5692.5,1.0,3.95,105.41666666666667,0.9862824434451115
low,seed_0006,light,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5247495686513294,5692.5,1.0,3.95,105.41666666666667,0.9862824434451115
low,seed_0006,light,3,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,3,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,3,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,3,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0006,light,4,5,CQI k-means,0.5204210256523847,5585.0,1.0,3.9,103.42592592592592,0.9726142405013953
low,seed_0006,light,4,5,CQI+cost 2-way union (paper method),0.5204210256523847,5585.0,1.0,3.9,103.42592592592592,0.9726142405013953
low,seed_0006,light,4,5,CQI+cost+switching 3-way union (former headline),0.5204210256523847,5585.0,1.0,3.9,103.42592592592592,0.9726142405013953
low,seed_0006,light,4,5,CQI+cost+regret-graph 3-way union,0.5204210256523847,5585.0,1.0,3.9,103.42592592592592,0.9726142405013953
low,seed_0006,light,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5204210256523847,5585.0,1.0,3.9,103.42592592592592,0.9726142405013953
low,seed_0006,medium,0,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,0,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,0,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,0,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,1,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,1,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,1,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,1,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,2,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,2,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,2,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,2,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,3,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,3,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,3,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,3,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0006,medium,4,5,CQI k-means,0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0006,medium,4,5,CQI+cost 2-way union (paper method),0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0006,medium,4,5,CQI+cost+switching 3-way union (former headline),0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0006,medium,4,5,CQI+cost+regret-graph 3-way union,0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0006,medium,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0006,heavy,0,5,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,0,5,CQI+cost 2-way union (paper method),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,0,5,CQI+cost+switching 3-way union (former headline),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,0,5,CQI+cost+regret-graph 3-way union,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,1,5,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,1,5,CQI+cost 2-way union (paper method),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,1,5,CQI+cost+switching 3-way union (former headline),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,1,5,CQI+cost+regret-graph 3-way union,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,2,5,CQI k-means,0.23813957210786332,1425.0,0.95,2.0,158.33333333333334,0.95
low,seed_0006,heavy,2,5,CQI+cost 2-way union (paper method),0.2970379819001755,1462.5,0.975,2.0,162.5,0.975
low,seed_0006,heavy,2,5,CQI+cost+switching 3-way union (former headline),0.2970379819001755,1462.5,0.975,2.0,162.5,0.975
low,seed_0006,heavy,2,5,CQI+cost+regret-graph 3-way union,0.2970379819001755,1462.5,0.975,2.0,162.5,0.975
low,seed_0006,heavy,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.2970379819001755,1462.5,0.975,2.0,162.5,0.975
low,seed_0006,heavy,3,5,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,3,5,CQI+cost 2-way union (paper method),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,3,5,CQI+cost+switching 3-way union (former headline),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,3,5,CQI+cost+regret-graph 3-way union,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0006,heavy,4,5,CQI k-means,0.23813957210786332,1425.0,0.95,2.0,158.33333333333334,0.95
low,seed_0006,heavy,4,5,CQI+cost 2-way union (paper method),0.23813957210786332,1425.0,0.95,2.0,158.33333333333334,0.95
low,seed_0006,heavy,4,5,CQI+cost+switching 3-way union (former headline),0.23813957210786332,1425.0,0.95,2.0,158.33333333333334,0.95
low,seed_0006,heavy,4,5,CQI+cost+regret-graph 3-way union,0.23813957210786332,1425.0,0.95,2.0,158.33333333333334,0.95
low,seed_0006,heavy,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.23813957210786332,1425.0,0.95,2.0,158.33333333333334,0.95
low,seed_0007,light,0,5,CQI k-means,0.5160924826534401,5477.5,1.0,3.85,101.43518518518519,0.9589991050238527
low,seed_0007,light,0,5,CQI+cost 2-way union (paper method),0.5160924826534401,5477.5,1.0,3.85,101.43518518518519,0.9589991050238527
low,seed_0007,light,0,5,CQI+cost+switching 3-way union (former headline),0.5160924826534401,5477.5,1.0,3.85,101.43518518518519,0.9589991050238527
low,seed_0007,light,0,5,CQI+cost+regret-graph 3-way union,0.5160924826534401,5477.5,1.0,3.85,101.43518518518519,0.9589991050238527
low,seed_0007,light,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5160924826534401,5477.5,1.0,3.85,101.43518518518519,0.9589991050238527
low,seed_0007,light,1,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,1,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,1,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,1,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,2,5,CQI k-means,0.5074353966555506,5262.5,1.0,3.75,97.45370370370371,0.9319448534051235
low,seed_0007,light,2,5,CQI+cost 2-way union (paper method),0.5074353966555506,5262.5,1.0,3.75,97.45370370370371,0.9319448534051235
low,seed_0007,light,2,5,CQI+cost+switching 3-way union (former headline),0.5074353966555506,5262.5,1.0,3.75,97.45370370370371,0.9319448534051235
low,seed_0007,light,2,5,CQI+cost+regret-graph 3-way union,0.5074353966555506,5262.5,1.0,3.75,97.45370370370371,0.9319448534051235
low,seed_0007,light,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5074353966555506,5262.5,1.0,3.75,97.45370370370371,0.9319448534051235
low,seed_0007,light,3,5,CQI k-means,0.5031068536566059,5155.0,1.0,3.7,95.46296296296296,0.9185152861068385
low,seed_0007,light,3,5,CQI+cost 2-way union (paper method),0.5208887182936485,5520.0,1.0,3.9,102.22222222222223,0.9773672055427252
low,seed_0007,light,3,5,CQI+cost+switching 3-way union (former headline),0.5208887182936485,5520.0,1.0,3.9,102.22222222222223,0.9773672055427252
low,seed_0007,light,3,5,CQI+cost+regret-graph 3-way union,0.5208887182936485,5520.0,1.0,3.9,102.22222222222223,0.9773672055427252
low,seed_0007,light,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5208887182936485,5520.0,1.0,3.9,102.22222222222223,0.9773672055427252
low,seed_0007,light,4,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,4,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,4,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,4,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,light,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0007,medium,0,5,CQI k-means,0.42707884471178126,2816.25,1.0,2.85,104.30555555555556,0.9501151142157633
low,seed_0007,medium,0,5,CQI+cost 2-way union (paper method),0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0007,medium,0,5,CQI+cost+switching 3-way union (former headline),0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0007,medium,0,5,CQI+cost+regret-graph 3-way union,0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0007,medium,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.433780622502527,2877.5,1.0,2.9,106.57407407407408,0.9667116650369959
low,seed_0007,medium,1,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,1,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,1,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,1,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,2,5,CQI k-means,0.41367528913029006,2693.75,1.0,2.75,99.76851851851852,0.9170303305556653
low,seed_0007,medium,2,5,CQI+cost 2-way union (paper method),0.41367528913029006,2693.75,1.0,2.75,99.76851851851852,0.9170303305556653
low,seed_0007,medium,2,5,CQI+cost+switching 3-way union (former headline),0.41367528913029006,2693.75,1.0,2.75,99.76851851851852,0.9170303305556653
low,seed_0007,medium,2,5,CQI+cost+regret-graph 3-way union,0.41367528913029006,2693.75,1.0,2.75,99.76851851851852,0.9170303305556653
low,seed_0007,medium,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.41367528913029006,2693.75,1.0,2.75,99.76851851851852,0.9170303305556653
low,seed_0007,medium,3,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,3,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,3,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,3,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,4,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,4,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,4,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,4,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,medium,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0007,heavy,0,5,CQI k-means,0.17924116231555112,1387.5,0.925,2.0,154.16666666666666,0.925
low,seed_0007,heavy,0,5,CQI+cost 2-way union (paper method),0.17924116231555112,1387.5,0.925,2.0,154.16666666666666,0.925
low,seed_0007,heavy,0,5,CQI+cost+switching 3-way union (former headline),0.17924116231555112,1387.5,0.925,2.0,154.16666666666666,0.925
low,seed_0007,heavy,0,5,CQI+cost+regret-graph 3-way union,0.17924116231555112,1387.5,0.925,2.0,154.16666666666666,0.925
low,seed_0007,heavy,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.17924116231555112,1387.5,0.925,2.0,154.16666666666666,0.925
low,seed_0007,heavy,1,5,CQI k-means,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,1,5,CQI+cost 2-way union (paper method),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,1,5,CQI+cost+switching 3-way union (former headline),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,1,5,CQI+cost+regret-graph 3-way union,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,2,5,CQI k-means,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,2,5,CQI+cost 2-way union (paper method),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,2,5,CQI+cost+switching 3-way union (former headline),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,2,5,CQI+cost+regret-graph 3-way union,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,3,5,CQI k-means,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,3,5,CQI+cost 2-way union (paper method),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,3,5,CQI+cost+switching 3-way union (former headline),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,3,5,CQI+cost+regret-graph 3-way union,0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.1791130664541918,550.0,1.0,1.0,61.111111111111114,1.0
low,seed_0007,heavy,4,5,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0007,heavy,4,5,CQI+cost 2-way union (paper method),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0007,heavy,4,5,CQI+cost+switching 3-way union (former headline),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0007,heavy,4,5,CQI+cost+regret-graph 3-way union,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0007,heavy,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,light,0,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,0,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,0,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,0,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,1,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,1,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,1,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,1,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,2,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,2,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,2,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,2,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,3,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,3,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,3,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,3,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,4,5,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,4,5,CQI+cost 2-way union (paper method),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,4,5,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,4,5,CQI+cost+regret-graph 3-way union,0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,light,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5800.0,1.0,4.0,107.4074074074074,1.0
low,seed_0008,medium,0,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,0,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,0,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,0,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,1,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,1,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,1,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,1,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,2,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,2,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,2,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,2,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,2,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,3,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,3,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,3,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,3,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,3,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,4,5,CQI k-means,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,4,5,CQI+cost 2-way union (paper method),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,4,5,CQI+cost+switching 3-way union (former headline),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,4,5,CQI+cost+regret-graph 3-way union,0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,medium,4,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,3000.0,1.0,3.0,111.11111111111111,1.0
low,seed_0008,heavy,0,5,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,0,5,CQI+cost 2-way union (paper method),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,0,5,CQI+cost+switching 3-way union (former headline),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,0,5,CQI+cost+regret-graph 3-way union,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,0,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,1,5,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,1,5,CQI+cost 2-way union (paper method),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,1,5,CQI+cost+switching 3-way union (former headline),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,1,5,CQI+cost+regret-graph 3-way union,0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
low,seed_0008,heavy,1,5,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.35593639169248764,1500.0,1.0,2.0,166.66666666666666,1.0
