dispersion,load,seed,method,mean_utility,n_scenarios
low,heavy,seed_0009,CQI k-means,0.32057172664482847,5
low,heavy,seed_0009,CQI+cost 2-way union (paper method),0.32057172664482847,5
low,heavy,seed_0009,CQI+cost+switching 3-way union (former headline),0.32057172664482847,5
low,heavy,seed_0009,CQI+cost+regret-graph 3-way union,0.32057172664482847,5
low,heavy,seed_0009,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.32057172664482847,5
low,heavy,seed_0010,CQI k-means,0.32057172664482847,5
low,heavy,seed_0010,CQI+cost 2-way union (paper method),0.32057172664482847,5
low,heavy,seed_0010,CQI+cost+switching 3-way union (former headline),0.32057172664482847,5
low,heavy,seed_0010,CQI+cost+regret-graph 3-way union,0.32057172664482847,5
low,heavy,seed_0010,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.32057172664482847,5
low,light,seed_0001,CQI k-means,0.5290781116502739,5
low,light,seed_0001,CQI+cost 2-way union (paper method),0.5290781116502739,5
low,light,seed_0001,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5
low,light,seed_0001,CQI+cost+regret-graph 3-way union,0.5290781116502739,5
low,light,seed_0001,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5
low,light,seed_0002,CQI k-means,0.5230181514517515,5
low,light,seed_0002,CQI+cost 2-way union (paper method),0.5247495686513293,5
low,light,seed_0002,CQI+cost+switching 3-way union (former headline),0.5247495686513293,5
low,light,seed_0002,CQI+cost+regret-graph 3-way union,0.5247495686513293,5
low,light,seed_0002,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5247495686513293,5
low,light,seed_0003,CQI k-means,0.5290781116502739,5
low,light,seed_0003,CQI+cost 2-way union (paper method),0.5290781116502739,5
low,light,seed_0003,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5
low,light,seed_0003,CQI+cost+regret-graph 3-way union,0.5290781116502739,5
low,light,seed_0003,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5
low,light,seed_0004,CQI k-means,0.5256152772511181,5
low,light,seed_0004,CQI+cost 2-way union (paper method),0.528212403050485,5
low,light,seed_0004,CQI+cost+switching 3-way union (former headline),0.528212403050485,5
low,light,seed_0004,CQI+cost+regret-graph 3-way union,0.528212403050485,5
low,light,seed_0004,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.528212403050485,5
low,light,seed_0005,CQI k-means,0.527346694450696,5
low,light,seed_0005,CQI+cost 2-way union (paper method),0.527346694450696,5
low,light,seed_0005,CQI+cost+switching 3-way union (former headline),0.527346694450696,5
low,light,seed_0005,CQI+cost+regret-graph 3-way union,0.527346694450696,5
low,light,seed_0005,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.527346694450696,5
low,light,seed_0006,CQI k-means,0.5256152772511182,5
low,light,seed_0006,CQI+cost 2-way union (paper method),0.5264809858509072,5
low,light,seed_0006,CQI+cost+switching 3-way union (former headline),0.5264809858509072,5
low,light,seed_0006,CQI+cost+regret-graph 3-way union,0.5264809858509072,5
low,light,seed_0006,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5264809858509072,5
low,light,seed_0007,CQI k-means,0.5169581912532288,5
low,light,seed_0007,CQI+cost 2-way union (paper method),0.5205145641806374,5
low,light,seed_0007,CQI+cost+switching 3-way union (former headline),0.5205145641806374,5
low,light,seed_0007,CQI+cost+regret-graph 3-way union,0.5205145641806374,5
low,light,seed_0007,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5205145641806374,5
low,light,seed_0008,CQI k-means,0.5290781116502739,5
low,light,seed_0008,CQI+cost 2-way union (paper method),0.5290781116502739,5
low,light,seed_0008,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5
low,light,seed_0008,CQI+cost+regret-graph 3-way union,0.5290781116502739,5
low,light,seed_0008,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5
low,light,seed_0009,CQI k-means,0.5256152772511182,5
low,light,seed_0009,CQI+cost 2-way union (paper method),0.5256152772511182,5
low,light,seed_0009,CQI+cost+switching 3-way union (former headline),0.5256152772511182,5
low,light,seed_0009,CQI+cost+regret-graph 3-way union,0.5256152772511182,5
low,light,seed_0009,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5256152772511182,5
low,light,seed_0010,CQI k-means,0.5290781116502739,5
low,light,seed_0010,CQI+cost 2-way union (paper method),0.5290781116502739,5
low,light,seed_0010,CQI+cost+switching 3-way union (former headline),0.5290781116502739,5
low,light,seed_0010,CQI+cost+regret-graph 3-way union,0.5290781116502739,5
low,light,seed_0010,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.5290781116502739,5
low,medium,seed_0001,CQI k-means,0.44718417808401834,5
low,medium,seed_0001,CQI+cost 2-way union (paper method),0.44718417808401834,5
low,medium,seed_0001,CQI+cost+switching 3-way union (former headline),0.44718417808401834,5
low,medium,seed_0001,CQI+cost+regret-graph 3-way union,0.44718417808401834,5
low,medium,seed_0001,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,5
low,medium,seed_0002,CQI k-means,0.4378016891769744,5
low,medium,seed_0002,CQI+cost 2-way union (paper method),0.44092719051915086,5
low,medium,seed_0002,CQI+cost+switching 3-way union (former headline),0.44092719051915086,5
low,medium,seed_0002,CQI+cost+regret-graph 3-way union,0.44092719051915086,5
low,medium,seed_0002,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44092719051915086,5
low,medium,seed_0003,CQI k-means,0.44718417808401834,5
low,medium,seed_0003,CQI+cost 2-way union (paper method),0.44718417808401834,5
low,medium,seed_0003,CQI+cost+switching 3-way union (former headline),0.44718417808401834,5
low,medium,seed_0003,CQI+cost+regret-graph 3-way union,0.44718417808401834,5
low,medium,seed_0003,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated best),0.44718417808401834,5
low,medium,seed_0004,CQI k-means,0.4418227558514218,5
low,medium,seed_0004,CQI+cost 2-way union (paper method),0.4458438225258692,5
low,medium,seed_0004,CQI+cost+switching 3-way union (former headline),0.4458438225258692,5
