timestamp_s,ue_node_id,gnb_node_id,ue_module_path,band_index,cqi,tbs_bits_per_slot,total_bands,wideband_cqi,itbs
0.156,2049,1,Highway.car[0],13,15,1160,25,0,26
0.156,2049,1,Highway.car[0],14,15,1160,25,0,26
0.156,2049,1,Highway.car[0],15,15,1160,25,0,26
0.156,2049,1,Highway.car[0],16,15,1160,25,0,26
0.156,2049,1,Highway.car[0],17,15,1160,25,0,26
0.156,2049,1,Highway.car[0],18,15,1160,25,0,26
0.156,2049,1,Highway.car[0],19,15,1160,25,0,26
0.156,2049,1,Highway.car[0],20,15,1160,25,0,26
0.156,2049,1,Highway.car[0],21,15,1160,25,0,26
0.156,2049,1,Highway.car[0],22,15,1160,25,0,26
0.156,2049,1,Highway.car[0],23,15,1160,25,0,26
0.156,2049,1,Highway.car[0],24,15,1160,25,0,26
0.162,2049,1,Highway.car[0],0,15,1160,25,0,26
0.162,2049,1,Highway.car[0],1,15,1160,25,0,26
0.162,2049,1,Highway.car[0],2,15,1160,25,0,26
0.162,2049,1,Highway.car[0],3,15,1160,25,0,26
0.162,2049,1,Highway.car[0],4,15,1160,25,0,26
0.162,2049,1,Highway.car[0],5,15,1160,25,0,26
0.162,2049,1,Highway.car[0],6,15,1160,25,0,26
0.162,2049,1,Highway.car[0],7,15,1160,25,0,26
0.162,2049,1,Highway.car[0],8,15,1160,25,0,26
0.162,2049,1,Highway.car[0],9,15,1160,25,0,26
0.162,2049,1,Highway.car[0],10,15,1160,25,0,26
0.162,2049,1,Highway.car[0],11,15,1160,25,0,26
0.162,2049,1,Highway.car[0],12,15,1160,25,0,26
0.162,2049,1,Highway.car[0],13,15,1160,25,0,26
0.162,2049,1,Highway.car[0],14,15,1160,25,0,26
0.162,2049,1,Highway.car[0],15,15,1160,25,0,26
0.162,2049,1,Highway.car[0],16,15,1160,25,0,26
0.162,2049,1,Highway.car[0],17,15,1160,25,0,26
0.162,2049,1,Highway.car[0],18,15,1160,25,0,26
0.162,2049,1,Highway.car[0],19,15,1160,25,0,26
0.162,2049,1,Highway.car[0],20,15,1160,25,0,26
0.162,2049,1,Highway.car[0],21,15,1160,25,0,26
0.162,2049,1,Highway.car[0],22,15,1160,25,0,26
0.162,2049,1,Highway.car[0],23,15,1160,25,0,26
0.162,2049,1,Highway.car[0],24,15,1160,25,0,26
0.168,2049,1,Highway.car[0],0,15,1160,25,0,26
0.168,2049,1,Highway.car[0],1,15,1160,25,0,26
0.168,2049,1,Highway.car[0],2,15,1160,25,0,26
0.168,2049,1,Highway.car[0],3,15,1160,25,0,26
0.168,2049,1,Highway.car[0],4,15,1160,25,0,26
0.168,2049,1,Highway.car[0],5,15,1160,25,0,26
0.168,2049,1,Highway.car[0],6,15,1160,25,0,26
0.168,2049,1,Highway.car[0],7,15,1160,25,0,26
0.168,2049,1,Highway.car[0],8,15,1160,25,0,26
0.168,2049,1,Highway.car[0],9,15,1160,25,0,26
0.168,2049,1,Highway.car[0],10,15,1160,25,0,26
0.168,2049,1,Highway.car[0],11,15,1160,25,0,26
0.168,2049,1,Highway.car[0],12,15,1160,25,0,26
0.168,2049,1,Highway.car[0],13,15,1160,25,0,26
0.168,2049,1,Highway.car[0],14,15,1160,25,0,26
0.168,2049,1,Highway.car[0],15,15,1160,25,0,26
0.168,2049,1,Highway.car[0],16,15,1160,25,0,26
0.168,2049,1,Highway.car[0],17,15,1160,25,0,26
0.168,2049,1,Highway.car[0],18,15,1160,25,0,26
0.168,2049,1,Highway.car[0],19,15,1160,25,0,26
0.168,2049,1,Highway.car[0],20,15,1160,25,0,26
0.168,2049,1,Highway.car[0],21,15,1160,25,0,26
0.168,2049,1,Highway.car[0],22,15,1160,25,0,26
0.168,2049,1,Highway.car[0],23,15,1160,25,0,26
0.168,2049,1,Highway.car[0],24,15,1160,25,0,26
0.174,2049,1,Highway.car[0],0,15,1160,25,0,26
0.174,2049,1,Highway.car[0],1,15,1160,25,0,26
0.174,2049,1,Highway.car[0],2,15,1160,25,0,26
0.174,2049,1,Highway.car[0],3,15,1160,25,0,26
0.174,2049,1,Highway.car[0],4,15,1160,25,0,26
0.174,2049,1,Highway.car[0],5,15,1160,25,0,26
0.174,2049,1,Highway.car[0],6,15,1160,25,0,26
0.174,2049,1,Highway.car[0],7,15,1160,25,0,26
0.174,2049,1,Highway.car[0],8,15,1160,25,0,26
0.174,2049,1,Highway.car[0],9,15,1160,25,0,26
0.174,2049,1,Highway.car[0],10,15,1160,25,0,26
0.174,2049,1,Highway.car[0],11,15,1160,25,0,26
0.174,2049,1,Highway.car[0],12,15,1160,25,0,26
0.174,2049,1,Highway.car[0],13,15,1160,25,0,26
0.174,2049,1,Highway.car[0],14,15,1160,25,0,26
0.174,2049,1,Highway.car[0],15,15,1160,25,0,26
0.174,2049,1,Highway.car[0],16,15,1160,25,0,26
0.174,2049,1,Highway.car[0],17,15,1160,25,0,26
0.174,2049,1,Highway.car[0],18,15,1160,25,0,26
0.174,2049,1,Highway.car[0],19,15,1160,25,0,26
0.174,2049,1,Highway.car[0],20,15,1160,25,0,26
0.174,2049,1,Highway.car[0],21,15,1160,25,0,26
0.174,2049,1,Highway.car[0],22,15,1160,25,0,26
0.174,2049,1,Highway.car[0],23,15,1160,25,0,26
0.174,2049,1,Highway.car[0],24,15,1160,25,0,26
0.18,2049,1,Highway.car[0],0,15,1160,25,0,26
0.18,2049,1,Highway.car[0],1,15,1160,25,0,26
0.18,2049,1,Highway.car[0],2,15,1160,25,0,26
0.18,2049,1,Highway.car[0],3,15,1160,25,0,26
0.18,2049,1,Highway.car[0],4,15,1160,25,0,26
0.18,2049,1,Highway.car[0],5,15,1160,25,0,26
0.18,2049,1,Highway.car[0],6,15,1160,25,0,26
0.18,2049,1,Highway.car[0],7,15,1160,25,0,26
0.18,2049,1,Highway.car[0],8,15,1160,25,0,26
0.18,2049,1,Highway.car[0],9,15,1160,25,0,26
0.18,2049,1,Highway.car[0],10,15,1160,25,0,26
0.18,2049,1,Highway.car[0],11,15,1160,25,0,26
0.18,2049,1,Highway.car[0],12,15,1160,25,0,26
0.18,2049,1,Highway.car[0],13,15,1160,25,0,26
0.18,2049,1,Highway.car[0],14,15,1160,25,0,26
0.18,2049,1,Highway.car[0],15,15,1160,25,0,26
0.18,2049,1,Highway.car[0],16,15,1160,25,0,26
0.18,2049,1,Highway.car[0],17,15,1160,25,0,26
0.18,2049,1,Highway.car[0],18,15,1160,25,0,26
0.18,2049,1,Highway.car[0],19,15,1160,25,0,26
0.18,2049,1,Highway.car[0],20,15,1160,25,0,26
0.18,2049,1,Highway.car[0],21,15,1160,25,0,26
0.18,2049,1,Highway.car[0],22,15,1160,25,0,26
0.18,2049,1,Highway.car[0],23,15,1160,25,0,26
0.18,2049,1,Highway.car[0],24,15,1160,25,0,26
0.186,2049,1,Highway.car[0],0,15,1160,25,0,26
0.186,2049,1,Highway.car[0],1,15,1160,25,0,26
0.186,2049,1,Highway.car[0],2,15,1160,25,0,26
0.186,2049,1,Highway.car[0],3,15,1160,25,0,26
0.186,2049,1,Highway.car[0],4,15,1160,25,0,26
0.186,2049,1,Highway.car[0],5,15,1160,25,0,26
0.186,2049,1,Highway.car[0],6,15,1160,25,0,26
0.186,2049,1,Highway.car[0],7,15,1160,25,0,26
0.186,2049,1,Highway.car[0],8,15,1160,25,0,26
0.186,2049,1,Highway.car[0],9,15,1160,25,0,26
0.186,2049,1,Highway.car[0],10,15,1160,25,0,26
0.186,2049,1,Highway.car[0],11,15,1160,25,0,26
0.186,2049,1,Highway.car[0],12,15,1160,25,0,26
0.186,2049,1,Highway.car[0],13,15,1160,25,0,26
0.186,2049,1,Highway.car[0],14,15,1160,25,0,26
0.186,2049,1,Highway.car[0],15,15,1160,25,0,26
0.186,2049,1,Highway.car[0],16,15,1160,25,0,26
0.186,2049,1,Highway.car[0],17,15,1160,25,0,26
0.186,2049,1,Highway.car[0],18,15,1160,25,0,26
0.186,2049,1,Highway.car[0],19,15,1160,25,0,26
0.186,2049,1,Highway.car[0],20,15,1160,25,0,26
0.186,2049,1,Highway.car[0],21,15,1160,25,0,26
0.186,2049,1,Highway.car[0],22,15,1160,25,0,26
0.186,2049,1,Highway.car[0],23,15,1160,25,0,26
0.186,2049,1,Highway.car[0],24,15,1160,25,0,26
0.192,2049,1,Highway.car[0],0,15,1160,25,0,26
0.192,2049,1,Highway.car[0],1,15,1160,25,0,26
0.192,2049,1,Highway.car[0],2,15,1160,25,0,26
0.192,2049,1,Highway.car[0],3,15,1160,25,0,26
0.192,2049,1,Highway.car[0],4,15,1160,25,0,26
0.192,2049,1,Highway.car[0],5,15,1160,25,0,26
0.192,2049,1,Highway.car[0],6,15,1160,25,0,26
0.192,2049,1,Highway.car[0],7,15,1160,25,0,26
0.192,2049,1,Highway.car[0],8,15,1160,25,0,26
0.192,2049,1,Highway.car[0],9,15,1160,25,0,26
0.192,2049,1,Highway.car[0],10,15,1160,25,0,26
0.192,2049,1,Highway.car[0],11,15,1160,25,0,26
0.192,2049,1,Highway.car[0],12,15,1160,25,0,26
0.192,2049,1,Highway.car[0],13,15,1160,25,0,26
0.192,2049,1,Highway.car[0],14,15,1160,25,0,26
0.192,2049,1,Highway.car[0],15,15,1160,25,0,26
0.192,2049,1,Highway.car[0],16,15,1160,25,0,26
0.192,2049,1,Highway.car[0],17,15,1160,25,0,26
0.192,2049,1,Highway.car[0],18,15,1160,25,0,26
0.192,2049,1,Highway.car[0],19,15,1160,25,0,26
0.192,2049,1,Highway.car[0],20,15,1160,25,0,26
0.192,2049,1,Highway.car[0],21,15,1160,25,0,26
0.192,2049,1,Highway.car[0],22,15,1160,25,0,26
0.192,2049,1,Highway.car[0],23,15,1160,25,0,26
0.192,2049,1,Highway.car[0],24,15,1160,25,0,26
0.198,2049,1,Highway.car[0],0,15,1160,25,0,26
0.198,2049,1,Highway.car[0],1,15,1160,25,0,26
0.198,2049,1,Highway.car[0],2,15,1160,25,0,26
0.198,2049,1,Highway.car[0],3,15,1160,25,0,26
0.198,2049,1,Highway.car[0],4,15,1160,25,0,26
0.198,2049,1,Highway.car[0],5,15,1160,25,0,26
0.198,2049,1,Highway.car[0],6,15,1160,25,0,26
0.198,2049,1,Highway.car[0],7,15,1160,25,0,26
0.198,2049,1,Highway.car[0],8,15,1160,25,0,26
0.198,2049,1,Highway.car[0],9,15,1160,25,0,26
0.198,2049,1,Highway.car[0],10,15,1160,25,0,26
0.198,2049,1,Highway.car[0],11,15,1160,25,0,26
0.198,2049,1,Highway.car[0],12,15,1160,25,0,26
0.198,2049,1,Highway.car[0],13,15,1160,25,0,26
0.198,2049,1,Highway.car[0],14,15,1160,25,0,26
0.198,2049,1,Highway.car[0],15,15,1160,25,0,26
0.198,2049,1,Highway.car[0],16,15,1160,25,0,26
0.198,2049,1,Highway.car[0],17,15,1160,25,0,26
0.198,2049,1,Highway.car[0],18,15,1160,25,0,26
0.198,2049,1,Highway.car[0],19,15,1160,25,0,26
0.198,2049,1,Highway.car[0],20,15,1160,25,0,26
0.198,2049,1,Highway.car[0],21,15,1160,25,0,26
0.198,2049,1,Highway.car[0],22,15,1160,25,0,26
0.198,2049,1,Highway.car[0],23,15,1160,25,0,26
0.198,2049,1,Highway.car[0],24,15,1160,25,0,26
0.204,2049,1,Highway.car[0],0,15,1160,25,0,26
0.204,2049,1,Highway.car[0],1,15,1160,25,0,26
0.204,2049,1,Highway.car[0],2,15,1160,25,0,26
0.204,2049,1,Highway.car[0],3,15,1160,25,0,26
0.204,2049,1,Highway.car[0],4,15,1160,25,0,26
0.204,2049,1,Highway.car[0],5,15,1160,25,0,26
0.204,2049,1,Highway.car[0],6,15,1160,25,0,26
0.204,2049,1,Highway.car[0],7,15,1160,25,0,26
0.204,2049,1,Highway.car[0],8,15,1160,25,0,26
0.204,2049,1,Highway.car[0],9,15,1160,25,0,26
0.204,2049,1,Highway.car[0],10,15,1160,25,0,26
0.204,2049,1,Highway.car[0],11,15,1160,25,0,26
0.204,2049,1,Highway.car[0],12,15,1160,25,0,26
0.204,2049,1,Highway.car[0],13,15,1160,25,0,26
0.204,2049,1,Highway.car[0],14,15,1160,25,0,26
0.204,2049,1,Highway.car[0],15,15,1160,25,0,26
0.204,2049,1,Highway.car[0],16,15,1160,25,0,26
0.204,2049,1,Highway.car[0],17,15,1160,25,0,26
0.204,2049,1,Highway.car[0],18,15,1160,25,0,26
0.204,2049,1,Highway.car[0],19,15,1160,25,0,26
0.204,2049,1,Highway.car[0],20,15,1160,25,0,26
0.204,2049,1,Highway.car[0],21,15,1160,25,0,26
0.204,2049,1,Highway.car[0],22,15,1160,25,0,26
0.204,2049,1,Highway.car[0],23,15,1160,25,0,26
0.204,2049,1,Highway.car[0],24,15,1160,25,0,26
0.21,2049,1,Highway.car[0],0,15,1160,25,0,26
0.21,2049,1,Highway.car[0],1,15,1160,25,0,26
0.21,2049,1,Highway.car[0],2,15,1160,25,0,26
0.21,2049,1,Highway.car[0],3,15,1160,25,0,26
0.21,2049,1,Highway.car[0],4,15,1160,25,0,26
0.21,2049,1,Highway.car[0],5,15,1160,25,0,26
0.21,2049,1,Highway.car[0],6,15,1160,25,0,26
0.21,2049,1,Highway.car[0],7,15,1160,25,0,26
0.21,2049,1,Highway.car[0],8,15,1160,25,0,26
0.21,2049,1,Highway.car[0],9,15,1160,25,0,26
0.21,2049,1,Highway.car[0],10,15,1160,25,0,26
0.21,2049,1,Highway.car[0],11,15,1160,25,0,26
