timestamp_s,sumo_vehicle_id,ue_module_path,x_m,y_m,speed_mps
0.2,0,Highway.car[0],223.35,33.8572607719092,0.0726077190916985
0.3,0,Highway.car[0],223.35,33.8712936364887,0.140328645795391
0.4,0,Highway.car[0],223.35,33.8929786669598,0.216850304711323
0.5,0,Highway.car[0],223.35,33.9207715118181,0.277928448583211
0.6,0,Highway.car[0],223.35,33.9534614210085,0.326899091902853
0.7,0,Highway.car[0],223.35,33.990167129777,0.367057087685037
0.8,0,Highway.car[0],223.35,34.034496608968,0.44329479190997
0.9,0,Highway.car[0],223.35,34.0847441321204,0.502475231523945
1,0,Highway.car[0],223.35,34.1396507306596,0.549065985392403
1.1,0,Highway.car[0],223.35,34.1981620547007,0.585113240411358
1.2,0,Highway.car[0],223.35,34.2627981600644,0.646361053637404
1.3,0,Highway.car[0],223.35,34.3285978289865,0.657996689220214
1.4,0,Highway.car[0],223.35,34.4005061558551,0.719083268686088
1.5,0,Highway.car[0],223.35,34.4788176618197,0.783115059645905
1.6,0,Highway.car[0],223.35,34.560617324496,0.817996626762732
1.7,0,Highway.car[0],223.35,34.6461805961681,0.855632716720983
1.8,0,Highway.car[0],223.35,34.7379852810292,0.918046848611965
1.9,0,Highway.car[0],223.35,34.8310503868387,0.930651058094635
2,0,Highway.car[0],223.35,34.9269265262379,0.958761393992289
2.1,0,Highway.car[0],223.35,35.0303745046941,1.03447978456138
2.2,0,Highway.car[0],223.35,35.1368004652447,1.06425960550649
2.3,0,Highway.car[0],223.35,35.2454413628825,1.08640897637798
2.4,0,Highway.car[0],223.35,35.3587944652337,1.13353102351172
2.5,0,Highway.car[0],223.35,35.4751488983759,1.16354433142213
2.6,0,Highway.car[0],223.35,35.5962829846892,1.21134086313291
2.7,0,Highway.car[0],223.35,35.7181036505168,1.21820665827586
2.8,0,Highway.car[0],223.35,35.8443230197519,1.26219369235082
2.9,0,Highway.car[0],223.35,35.9742533639298,1.29930344177975
3,0,Highway.car[0],223.35,36.1103123286392,1.36058964709385
3.1,0,Highway.car[0],223.35,36.253218082582,1.42905753942771
3.2,0,Highway.car[0],223.35,36.4030491829272,1.49831100345223
3.3,0,Highway.car[0],223.35,36.5600332185352,1.56984035607992
3.4,0,Highway.car[0],223.35,36.724179552003,1.6414633346778
3.5,0,Highway.car[0],223.35,36.890530920984,1.66351368981047
3.6,0,Highway.car[0],223.35,37.0610983681701,1.70567447186081
3.7,0,Highway.car[0],223.35,37.2322411969742,1.71142828804074
3.8,0,Highway.car[0],223.35,37.4104732455123,1.78232048538147
3.9,0,Highway.car[0],223.35,37.591916155115,1.81442909602641
4,0,Highway.car[0],223.35,37.7790706888557,1.87154533740698
4.1,0,Highway.car[0],223.35,37.9689789027995,1.89908213943808
4.2,0,Highway.car[0],223.35,38.1601814232059,1.91202520406438
4.3,0,Highway.car[0],223.35,38.3559044998369,1.95723076630949
4.4,0,Highway.car[0],223.35,38.557114989064,2.0121048922707
4.5,0,Highway.car[0],223.35,38.7642006369418,2.07085647877871
4.6,0,Highway.car[0],223.35,38.978675274583,2.14474637641205
4.7,0,Highway.car[0],223.35,39.1965179759088,2.17842701325758
4.8,0,Highway.car[0],223.35,39.4162052611631,2.19687285254343
4.9,0,Highway.car[0],223.35,39.6436071848071,2.2740192364399
5,0,Highway.car[0],223.35,39.8769453485747,2.33338163767575
5.1,0,Highway.car[0],223.35,40.1159391520522,2.3899380347748
5.2,0,Highway.car[0],223.35,40.3554576156811,2.39518463628931
5.3,0,Highway.car[0],223.35,40.6006020831547,2.45144467473595
5.3,1,Highway.car[1],223.35,33.8573535682613,0.0735356826130301
5.4,0,Highway.car[0],223.35,40.8510874393632,2.50485356208502
5.4,1,Highway.car[1],223.35,33.8721922859141,0.148387176528442
5.5,0,Highway.car[0],223.35,41.1068330705873,2.55745631224109
5.5,1,Highway.car[1],223.35,33.8939088288925,0.217165429783463
5.6,0,Highway.car[0],223.35,41.3635701779635,2.56737107376201
5.6,1,Highway.car[1],223.35,33.9229634831185,0.290546542260292
5.7,0,Highway.car[0],223.35,41.620985756173,2.57415578209429
5.7,1,Highway.car[1],223.35,33.9584090457947,0.354455626761658
5.8,0,Highway.car[0],223.35,41.8799322335867,2.58946477413742
5.8,1,Highway.car[1],223.35,33.9990550028058,0.406459570111162
5.9,0,Highway.car[0],223.35,42.1410903312307,2.6115809764397
5.9,1,Highway.car[1],223.35,34.0430223534314,0.439673506256341
6,0,Highway.car[0],223.35,42.409207455934,2.68117124703346
6,1,Highway.car[1],223.35,34.0927057794116,0.496834259802
