user_count,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
2,259,0,0.0,1.0,0.0,0.0
3,107,0,0.0,1.0,0.0,0.0
4,171,19,0.1111111111111111,1.1111111111111112,0.0007679345520238334,0.006911410968214571
5,183,6,0.03278688524590164,1.0327868852459017,0.00039019424678816343,0.011900924527038947
6,50,0,0.0,1.0,0.0,0.0
7,60,3,0.05,1.05,0.0028579701071857313,0.05715940214371462
