quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",248,0,0.0,1.0,0.0,0.0
low(<2),310,9,0.02903225806451613,1.0290322580645161,0.000783495979333477,0.05715940214371462
"mid[2,3)",272,5,0.01838235294117647,1.0183823529411764,0.0011838726519712254,0.09440267226723498
