timestamp_s,ue_node_id,gnb_node_id,band_index,cqi,tbs_bits_per_slot,total_bands
0.932,2049,1,1,15,1160,6
0.932,2049,1,2,15,1160,6
0.932,2049,1,3,15,1160,6
0.932,2049,1,4,15,1160,6
0.932,2049,1,5,15,1160,6
0.938,2049,1,0,15,1160,6
0.938,2049,1,1,15,1160,6
0.938,2049,1,2,15,1160,6
0.938,2049,1,3,15,1160,6
0.938,2049,1,4,15,1160,6
0.938,2049,1,5,15,1160,6
0.944,2049,1,0,15,1160,6
0.944,2049,1,1,15,1160,6
0.944,2049,1,2,15,1160,6
0.944,2049,1,3,15,1160,6
0.944,2049,1,4,15,1160,6
0.944,2049,1,5,15,1160,6
0.95,2049,1,0,15,1160,6
0.95,2049,1,1,15,1160,6
0.95,2049,1,2,15,1160,6
0.95,2049,1,3,15,1160,6
0.95,2049,1,4,15,1160,6
0.95,2049,1,5,15,1160,6
0.956,2049,1,0,15,1160,6
0.956,2049,1,1,15,1160,6
0.956,2049,1,2,15,1160,6
0.956,2049,1,3,15,1160,6
0.956,2049,1,4,15,1160,6
0.956,2049,1,5,15,1160,6
0.962,2049,1,0,15,1160,6
0.962,2049,1,1,15,1160,6
0.962,2049,1,2,15,1160,6
0.962,2049,1,3,15,1160,6
0.962,2049,1,4,15,1160,6
0.962,2049,1,5,15,1160,6
0.968,2049,1,0,15,1160,6
0.968,2049,1,1,15,1160,6
0.968,2049,1,2,15,1160,6
0.968,2049,1,3,15,1160,6
0.968,2049,1,4,15,1160,6
0.968,2049,1,5,15,1160,6
0.974,2049,1,0,15,1160,6
0.974,2049,1,1,15,1160,6
0.974,2049,1,2,15,1160,6
0.974,2049,1,3,15,1160,6
0.974,2049,1,4,15,1160,6
0.974,2049,1,5,15,1160,6
0.98,2049,1,0,15,1160,6
0.98,2049,1,1,15,1160,6
0.98,2049,1,2,15,1160,6
0.98,2049,1,3,15,1160,6
0.98,2049,1,4,15,1160,6
0.98,2049,1,5,15,1160,6
0.986,2049,1,0,15,1160,6
0.986,2049,1,1,15,1160,6
0.986,2049,1,2,15,1160,6
0.986,2049,1,3,15,1160,6
0.986,2049,1,4,15,1160,6
0.986,2049,1,5,15,1160,6
0.992,2049,1,0,15,1160,6
0.992,2049,1,1,15,1160,6
0.992,2049,1,2,15,1160,6
0.992,2049,1,3,15,1160,6
0.992,2049,1,4,15,1160,6
0.992,2049,1,5,15,1160,6
0.998,2049,1,0,15,1160,6
0.998,2049,1,1,15,1160,6
0.998,2049,1,2,15,1160,6
0.998,2049,1,3,15,1160,6
0.998,2049,1,4,15,1160,6
0.998,2049,1,5,15,1160,6
1.004,2049,1,0,15,1160,6
1.004,2049,1,1,15,1160,6
1.004,2049,1,2,15,1160,6
1.004,2049,1,3,15,1160,6
1.004,2049,1,4,15,1160,6
1.004,2049,1,5,15,1160,6
1.01,2049,1,0,15,1160,6
1.01,2049,1,1,15,1160,6
1.01,2049,1,2,15,1160,6
1.01,2049,1,3,15,1160,6
1.01,2049,1,4,15,1160,6
1.01,2049,1,5,15,1160,6
1.016,2049,1,0,15,1160,6
1.016,2049,1,1,15,1160,6
1.016,2049,1,2,15,1160,6
1.016,2049,1,3,15,1160,6
1.016,2049,1,4,15,1160,6
1.016,2049,1,5,15,1160,6
1.022,2049,1,0,15,1160,6
1.022,2049,1,1,15,1160,6
1.022,2049,1,2,15,1160,6
1.022,2049,1,3,15,1160,6
1.022,2049,1,4,15,1160,6
1.022,2049,1,5,15,1160,6
1.028,2049,1,0,15,1160,6
1.028,2049,1,1,15,1160,6
1.028,2049,1,2,15,1160,6
1.028,2049,1,3,15,1160,6
1.028,2049,1,4,15,1160,6
1.028,2049,1,5,15,1160,6
1.034,2049,1,0,15,1160,6
1.034,2049,1,1,15,1160,6
1.034,2049,1,2,15,1160,6
1.034,2049,1,3,15,1160,6
1.034,2049,1,4,15,1160,6
1.034,2049,1,5,15,1160,6
1.04,2049,1,0,15,1160,6
1.04,2049,1,1,15,1160,6
1.04,2049,1,2,15,1160,6
1.04,2049,1,3,15,1160,6
1.04,2049,1,4,15,1160,6
1.04,2049,1,5,15,1160,6
1.046,2049,1,0,15,1160,6
1.046,2049,1,1,15,1160,6
1.046,2049,1,2,15,1160,6
1.046,2049,1,3,15,1160,6
1.046,2049,1,4,15,1160,6
1.046,2049,1,5,15,1160,6
1.052,2049,1,0,15,1160,6
1.052,2049,1,1,15,1160,6
1.052,2049,1,2,15,1160,6
1.052,2049,1,3,15,1160,6
1.052,2049,1,4,15,1160,6
1.052,2049,1,5,15,1160,6
1.058,2049,1,0,15,1160,6
1.058,2049,1,1,15,1160,6
1.058,2049,1,2,15,1160,6
1.058,2049,1,3,15,1160,6
1.058,2049,1,4,15,1160,6
1.058,2049,1,5,15,1160,6
1.064,2049,1,0,15,1160,6
1.064,2049,1,1,15,1160,6
1.064,2049,1,2,15,1160,6
1.064,2049,1,3,15,1160,6
1.064,2049,1,4,15,1160,6
1.064,2049,1,5,15,1160,6
1.07,2049,1,0,15,1160,6
1.07,2049,1,1,15,1160,6
1.07,2049,1,2,15,1160,6
1.07,2049,1,3,15,1160,6
1.07,2049,1,4,15,1160,6
1.07,2049,1,5,15,1160,6
1.076,2049,1,0,15,1160,6
1.076,2049,1,1,15,1160,6
1.076,2049,1,2,15,1160,6
1.076,2049,1,3,15,1160,6
1.076,2049,1,4,15,1160,6
1.076,2049,1,5,15,1160,6
1.082,2049,1,0,15,1160,6
1.082,2049,1,1,15,1160,6
1.082,2049,1,2,15,1160,6
1.082,2049,1,3,15,1160,6
1.082,2049,1,4,15,1160,6
1.082,2049,1,5,15,1160,6
1.088,2049,1,0,15,1160,6
1.088,2049,1,1,15,1160,6
1.088,2049,1,2,15,1160,6
1.088,2049,1,3,15,1160,6
1.088,2049,1,4,15,1160,6
1.088,2049,1,5,15,1160,6
1.094,2049,1,0,15,1160,6
1.094,2049,1,1,15,1160,6
1.094,2049,1,2,15,1160,6
1.094,2049,1,3,15,1160,6
1.094,2049,1,4,15,1160,6
1.094,2049,1,5,15,1160,6
1.1,2049,1,0,15,1160,6
1.1,2049,1,1,15,1160,6
1.1,2049,1,2,15,1160,6
1.1,2049,1,3,15,1160,6
1.1,2049,1,4,15,1160,6
1.1,2049,1,5,15,1160,6
1.106,2049,1,0,15,1160,6
1.106,2049,1,1,15,1160,6
1.106,2049,1,2,15,1160,6
1.106,2049,1,3,15,1160,6
1.106,2049,1,4,15,1160,6
1.106,2049,1,5,15,1160,6
1.112,2049,1,0,15,1160,6
1.112,2049,1,1,15,1160,6
1.112,2049,1,2,15,1160,6
1.112,2049,1,3,15,1160,6
1.112,2049,1,4,15,1160,6
1.112,2049,1,5,15,1160,6
1.118,2049,1,0,15,1160,6
1.118,2049,1,1,15,1160,6
1.118,2049,1,2,15,1160,6
1.118,2049,1,3,15,1160,6
1.118,2049,1,4,15,1160,6
1.118,2049,1,5,15,1160,6
1.124,2049,1,0,15,1160,6
1.124,2049,1,1,15,1160,6
1.124,2049,1,2,15,1160,6
1.124,2049,1,3,15,1160,6
