candidate_seed,selected,support_pairwise_accuracy,support_ari,support_nmi,support_utility,support_teacher_utility,support_utility_gap,support_contrastive_loss,support_weak_bce,support_weak_margin_min,support_weak_margin_mean,support_proto_sep_margin,selected_epoch,selection_validation_loss
7,0,0.958095238095238,0.9371428571428572,0.9371428571428572,0.6728882850657102,0.6728882850657102,0.0,0.06277206646626113,1.1036585814229367,-0.0006105781918458506,-0.00020080589986413262,0.360995514922767,12,0.04266180885560421
9,1,0.958095238095238,0.9371428571428572,0.9371428571428572,0.6728882850657102,0.6728882850657102,0.0,0.05334257751723235,1.100148457741335,-0.0006893701662701682,-0.00019812008201984863,0.5603712060368211,11,0.04022892585946932
11,0,0.9428571428571428,0.9142857142857143,0.9142857142857143,0.6728882850657102,0.6728882850657102,0.0,0.061931188930477256,1.0687798558981427,-0.00038468222923119085,-9.59514568684335e-05,0.3645959936976447,12,0.04493746526902771
