scenario_mode,load_level,seed,method,test_index,utility
ambiguous,medium,58,Resource-cost k-means,20,0.9166666666666666
ambiguous,medium,58,Resource-cost k-means,21,0.5412861558235159
ambiguous,medium,58,Resource-cost k-means,22,0.6180175114173516
ambiguous,medium,58,Resource-cost k-means,23,0.5078271408740761
ambiguous,medium,58,Resource-cost k-means,24,0.8697695279125686
ambiguous,medium,58,Resource-cost k-means,25,0.8899231759708561
ambiguous,medium,58,Resource-cost k-means,26,0.8869680972896176
ambiguous,medium,58,Resource-cost k-means,27,0.875
ambiguous,medium,58,Resource-cost k-means,28,0.8999999999999999
ambiguous,medium,58,Resource-cost k-means,29,0.8583333333333334
ambiguous,medium,58,Multi-feature k-means,0,0.8486998569981793
ambiguous,medium,58,Multi-feature k-means,1,0.901211587985428
ambiguous,medium,58,Multi-feature k-means,2,0.9208333333333334
ambiguous,medium,58,Multi-feature k-means,3,0.9291666666666667
ambiguous,medium,58,Multi-feature k-means,4,0.8791666666666668
ambiguous,medium,58,Multi-feature k-means,5,0.9126477825646632
ambiguous,medium,58,Multi-feature k-means,6,0.9083333333333335
ambiguous,medium,58,Multi-feature k-means,7,0.9125
ambiguous,medium,58,Multi-feature k-means,8,0.9208333333333334
ambiguous,medium,58,Multi-feature k-means,9,0.8333333333333334
ambiguous,medium,58,Multi-feature k-means,10,0.49880152917957715
ambiguous,medium,58,Multi-feature k-means,11,0.8791666666666668
ambiguous,medium,58,Multi-feature k-means,12,0.8708333333333332
ambiguous,medium,58,Multi-feature k-means,13,0.4368182519203478
ambiguous,medium,58,Multi-feature k-means,14,0.8708333333333335
ambiguous,medium,58,Multi-feature k-means,15,0.3546397333153768
ambiguous,medium,58,Multi-feature k-means,16,0.9333333333333335
ambiguous,medium,58,Multi-feature k-means,17,0.5580969957522773
ambiguous,medium,58,Multi-feature k-means,18,0.8359042918688528
ambiguous,medium,58,Multi-feature k-means,19,0.9083333333333333
ambiguous,medium,58,Multi-feature k-means,20,0.9263593705500913
ambiguous,medium,58,Multi-feature k-means,21,0.5664303290856106
ambiguous,medium,58,Multi-feature k-means,22,0.6180175114173516
ambiguous,medium,58,Multi-feature k-means,23,0.5059616033812514
ambiguous,medium,58,Multi-feature k-means,24,0.8697695279125686
ambiguous,medium,58,Multi-feature k-means,25,0.8875000000000001
ambiguous,medium,58,Multi-feature k-means,26,0.8859042918688527
ambiguous,medium,58,Multi-feature k-means,27,0.875
ambiguous,medium,58,Multi-feature k-means,28,0.9001477825646633
ambiguous,medium,58,Multi-feature k-means,29,0.8583333333333334
ambiguous,medium,58,Offline teacher,0,0.8567376252021862
ambiguous,medium,58,Offline teacher,1,0.901211587985428
ambiguous,medium,58,Offline teacher,2,0.9244680972896174
ambiguous,medium,58,Offline teacher,3,0.9303782546520948
ambiguous,medium,58,Offline teacher,4,0.8791666666666665
ambiguous,medium,58,Offline teacher,5,0.9173463519417124
ambiguous,medium,58,Offline teacher,6,0.9119680972896176
ambiguous,medium,58,Offline teacher,7,0.9125
ambiguous,medium,58,Offline teacher,8,0.9244680972896177
ambiguous,medium,58,Offline teacher,9,0.8431738197814211
ambiguous,medium,58,Offline teacher,10,0.5367375855092145
ambiguous,medium,58,Offline teacher,11,0.8791666666666668
ambiguous,medium,58,Offline teacher,12,0.8768912732604738
ambiguous,medium,58,Offline teacher,13,0.47206771866956015
ambiguous,medium,58,Offline teacher,14,0.877039055825137
ambiguous,medium,58,Offline teacher,15,0.42981528893577164
ambiguous,medium,58,Offline teacher,16,0.9333333333333335
ambiguous,medium,58,Offline teacher,17,0.6046158401613093
ambiguous,medium,58,Offline teacher,18,0.8369680972896175
ambiguous,medium,58,Offline teacher,19,0.9107565093041895
ambiguous,medium,58,Offline teacher,20,0.9215130186083792
ambiguous,medium,58,Offline teacher,21,0.5974970077137306
ambiguous,medium,58,Offline teacher,22,0.6180175114173516
ambiguous,medium,58,Offline teacher,23,0.5430391543817632
ambiguous,medium,58,Offline teacher,24,0.8721927038834245
ambiguous,medium,58,Offline teacher,25,0.8911347639562842
ambiguous,medium,58,Offline teacher,26,0.8893912732604736
ambiguous,medium,58,Offline teacher,27,0.875
ambiguous,medium,58,Offline teacher,28,0.9084811158979966
ambiguous,medium,58,Offline teacher,29,0.8583333333333333
ambiguous,medium,58,LE-GRA[history_cost_none],0,0.8509752504043723
ambiguous,medium,58,LE-GRA[history_cost_none],1,0.9015071531147546
ambiguous,medium,58,LE-GRA[history_cost_none],2,0.9208333333333334
ambiguous,medium,58,LE-GRA[history_cost_none],3,0.9291666666666668
ambiguous,medium,58,LE-GRA[history_cost_none],4,0.8791666666666668
ambiguous,medium,58,LE-GRA[history_cost_none],5,0.9125000000000001
ambiguous,medium,58,LE-GRA[history_cost_none],6,0.9083333333333333
ambiguous,medium,58,LE-GRA[history_cost_none],7,0.9125
ambiguous,medium,58,LE-GRA[history_cost_none],8,0.9208333333333334
ambiguous,medium,58,LE-GRA[history_cost_none],9,0.8336288984626599
ambiguous,medium,58,LE-GRA[history_cost_none],10,0.5221557086260444
ambiguous,medium,58,LE-GRA[history_cost_none],11,0.8791666666666668
ambiguous,medium,58,LE-GRA[history_cost_none],12,0.8708333333333332
ambiguous,medium,58,LE-GRA[history_cost_none],13,0.4714042196061718
ambiguous,medium,58,LE-GRA[history_cost_none],14,0.8708333333333335
ambiguous,medium,58,LE-GRA[history_cost_none],15,0.39933422998671014
ambiguous,medium,58,LE-GRA[history_cost_none],16,0.9333333333333335
ambiguous,medium,58,LE-GRA[history_cost_none],17,0.5580969957522773
ambiguous,medium,58,LE-GRA[history_cost_none],18,0.8333333333333334
ambiguous,medium,58,LE-GRA[history_cost_none],19,0.9083333333333333
ambiguous,medium,58,LE-GRA[history_cost_none],20,0.9166666666666666
ambiguous,medium,58,LE-GRA[history_cost_none],21,0.5664303290856106
ambiguous,medium,58,LE-GRA[history_cost_none],22,0.6180175114173516
ambiguous,medium,58,LE-GRA[history_cost_none],23,0.4966575112228333
ambiguous,medium,58,LE-GRA[history_cost_none],24,0.8687057224918037
ambiguous,medium,58,LE-GRA[history_cost_none],25,0.8875000000000001
ambiguous,medium,58,LE-GRA[history_cost_none],26,0.8833333333333333
ambiguous,medium,58,LE-GRA[history_cost_none],27,0.875
ambiguous,medium,58,LE-GRA[history_cost_none],28,0.9
ambiguous,medium,58,LE-GRA[history_cost_none],29,0.8583333333333334
ambiguous,medium,58,LE-GRA[full_none],0,0.848552074433516
ambiguous,medium,58,LE-GRA[full_none],1,0.9
ambiguous,medium,58,LE-GRA[full_none],2,0.9256796852750457
ambiguous,medium,58,LE-GRA[full_none],3,0.9291666666666667
ambiguous,medium,58,LE-GRA[full_none],4,0.8791666666666668
ambiguous,medium,58,LE-GRA[full_none],5,0.9125
ambiguous,medium,58,LE-GRA[full_none],6,0.9083333333333333
ambiguous,medium,58,LE-GRA[full_none],7,0.9125
ambiguous,medium,58,LE-GRA[full_none],8,0.9305260372167581
ambiguous,medium,58,LE-GRA[full_none],9,0.8333333333333334
ambiguous,medium,58,LE-GRA[full_none],10,0.5221557086260444
ambiguous,medium,58,LE-GRA[full_none],11,0.8791666666666668
ambiguous,medium,58,LE-GRA[full_none],12,0.8734042918688528
ambiguous,medium,58,LE-GRA[full_none],13,0.4368182519203478
ambiguous,medium,58,LE-GRA[full_none],14,0.8708333333333335
ambiguous,medium,58,LE-GRA[full_none],15,0.39553223888706296
ambiguous,medium,58,LE-GRA[full_none],16,0.9333333333333335
ambiguous,medium,58,LE-GRA[full_none],17,0.5421187530616357
ambiguous,medium,58,LE-GRA[full_none],18,0.8333333333333334
ambiguous,medium,58,LE-GRA[full_none],19,0.9083333333333333
ambiguous,medium,58,LE-GRA[full_none],20,0.9166666666666666
ambiguous,medium,58,LE-GRA[full_none],21,0.5664303290856106
ambiguous,medium,58,LE-GRA[full_none],22,0.6180175114173516
ambiguous,medium,58,LE-GRA[full_none],23,0.48916950018105027
ambiguous,medium,58,LE-GRA[full_none],24,0.8721927038834245
ambiguous,medium,58,LE-GRA[full_none],25,0.8875000000000002
ambiguous,medium,58,LE-GRA[full_none],26,0.8833333333333333
ambiguous,medium,58,LE-GRA[full_none],27,0.875
ambiguous,medium,58,LE-GRA[full_none],28,0.9
ambiguous,medium,58,LE-GRA[full_none],29,0.8583333333333334
ambiguous,medium,58,LE-GRA[history_cost_utility],0,0.8473404864480879
ambiguous,medium,58,LE-GRA[history_cost_utility],1,0.9036347639562843
ambiguous,medium,58,LE-GRA[history_cost_utility],2,0.9208333333333334
ambiguous,medium,58,LE-GRA[history_cost_utility],3,0.9291666666666667
ambiguous,medium,58,LE-GRA[history_cost_utility],4,0.8791666666666668
ambiguous,medium,58,LE-GRA[history_cost_utility],5,0.9125000000000001
ambiguous,medium,58,LE-GRA[history_cost_utility],6,0.9083333333333333
ambiguous,medium,58,LE-GRA[history_cost_utility],7,0.9125
ambiguous,medium,58,LE-GRA[history_cost_utility],8,0.9208333333333334
ambiguous,medium,58,LE-GRA[history_cost_utility],9,0.8395390558251371
ambiguous,medium,58,LE-GRA[history_cost_utility],10,0.49880152917957715
ambiguous,medium,58,LE-GRA[history_cost_utility],11,0.8791666666666668
ambiguous,medium,58,LE-GRA[history_cost_utility],12,0.8708333333333332
ambiguous,medium,58,LE-GRA[history_cost_utility],13,0.4173152889357718
ambiguous,medium,58,LE-GRA[history_cost_utility],14,0.8708333333333335
ambiguous,medium,58,LE-GRA[history_cost_utility],15,0.3874347481862192
ambiguous,medium,58,LE-GRA[history_cost_utility],16,0.9333333333333335
ambiguous,medium,58,LE-GRA[history_cost_utility],17,0.5895078863684098
ambiguous,medium,58,LE-GRA[history_cost_utility],18,0.8383274678397088
ambiguous,medium,58,LE-GRA[history_cost_utility],19,0.9083333333333333
ambiguous,medium,58,LE-GRA[history_cost_utility],20,0.9166666666666666
ambiguous,medium,58,LE-GRA[history_cost_utility],21,0.5664303290856106
ambiguous,medium,58,LE-GRA[history_cost_utility],22,0.6180175114173516
ambiguous,medium,58,LE-GRA[history_cost_utility],23,0.5180969278142319
ambiguous,medium,58,LE-GRA[history_cost_utility],24,0.8625000000000002
ambiguous,medium,58,LE-GRA[history_cost_utility],25,0.8875000000000001
ambiguous,medium,58,LE-GRA[history_cost_utility],26,0.8833333333333333
ambiguous,medium,58,LE-GRA[history_cost_utility],27,0.875
ambiguous,medium,58,LE-GRA[history_cost_utility],28,0.9037825465209476
ambiguous,medium,58,LE-GRA[history_cost_utility],29,0.8583333333333334
ambiguous,medium,58,LE-GRA[full_utility],0,0.8509752504043723
ambiguous,medium,58,LE-GRA[full_utility],1,0.9025709585355196
ambiguous,medium,58,LE-GRA[full_utility],2,0.9208333333333334
ambiguous,medium,58,LE-GRA[full_utility],3,0.9291666666666667
ambiguous,medium,58,LE-GRA[full_utility],4,0.8791666666666668
ambiguous,medium,58,LE-GRA[full_utility],5,0.9126477825646632
ambiguous,medium,58,LE-GRA[full_utility],6,0.9083333333333335
ambiguous,medium,58,LE-GRA[full_utility],7,0.9125
ambiguous,medium,58,LE-GRA[full_utility],8,0.9208333333333334
ambiguous,medium,58,LE-GRA[full_utility],9,0.8407506438105651
ambiguous,medium,58,LE-GRA[full_utility],10,0.5221557086260444
ambiguous,medium,58,LE-GRA[full_utility],11,0.8791666666666668
ambiguous,medium,58,LE-GRA[full_utility],12,0.8708333333333332
ambiguous,medium,58,LE-GRA[full_utility],13,0.40238920006458906
ambiguous,medium,58,LE-GRA[full_utility],14,0.8708333333333335
ambiguous,medium,58,LE-GRA[full_utility],15,0.39933422998671014
ambiguous,medium,58,LE-GRA[full_utility],16,0.9333333333333335
ambiguous,medium,58,LE-GRA[full_utility],17,0.5650339632781393
ambiguous,medium,58,LE-GRA[full_utility],18,0.8333333333333334
ambiguous,medium,58,LE-GRA[full_utility],19,0.9083333333333333
ambiguous,medium,58,LE-GRA[full_utility],20,0.9166666666666666
ambiguous,medium,58,LE-GRA[full_utility],21,0.5664303290856106
ambiguous,medium,58,LE-GRA[full_utility],22,0.6180175114173516
ambiguous,medium,58,LE-GRA[full_utility],23,0.5180969278142319
ambiguous,medium,58,LE-GRA[full_utility],24,0.8624999999999999
ambiguous,medium,58,LE-GRA[full_utility],25,0.8875000000000001
ambiguous,medium,58,LE-GRA[full_utility],26,0.8833333333333334
ambiguous,medium,58,LE-GRA[full_utility],27,0.875
ambiguous,medium,58,LE-GRA[full_utility],28,0.9
ambiguous,medium,58,LE-GRA[full_utility],29,0.8583333333333334
ambiguous,heavy,9,No grouping,0,0.11244639978752517
ambiguous,heavy,9,No grouping,1,0.6471841780840183
ambiguous,heavy,9,No grouping,2,0.9375
ambiguous,heavy,9,No grouping,3,0.11661306645419182
ambiguous,heavy,9,No grouping,4,0.9083333333333332
ambiguous,heavy,9,No grouping,5,-0.27916666666666673
ambiguous,heavy,9,No grouping,6,0.10411306645419181
ambiguous,heavy,9,No grouping,7,0.8749114449836073
ambiguous,heavy,9,No grouping,8,0.14161306645419183
ambiguous,heavy,9,No grouping,9,-0.25
ambiguous,heavy,9,No grouping,10,0.6596841780840182
ambiguous,heavy,9,No grouping,11,0.13327973312085847
ambiguous,heavy,9,No grouping,12,-0.20833333333333334
ambiguous,heavy,9,No grouping,13,-0.22916666666666666
ambiguous,heavy,9,No grouping,14,0.8707447783169405
ambiguous,heavy,9,No grouping,15,0.07911306645419182
ambiguous,heavy,9,No grouping,16,0.8499114449836073
ambiguous,heavy,9,No grouping,17,0.1416130664541918
ambiguous,heavy,9,No grouping,18,0.8749114449836072
ambiguous,heavy,9,No grouping,19,0.626350844750685
ambiguous,heavy,9,No grouping,20,0.9333333333333332
ambiguous,heavy,9,No grouping,21,0.09161306645419183
ambiguous,heavy,9,No grouping,22,0.6221841780840183
ambiguous,heavy,9,No grouping,23,0.10827973312085848
ambiguous,heavy,9,No grouping,24,0.6471841780840183
ambiguous,heavy,9,No grouping,25,0.13327973312085847
ambiguous,heavy,9,No grouping,26,0.841578111650274
ambiguous,heavy,9,No grouping,27,-0.29583333333333334
ambiguous,heavy,9,No grouping,28,0.8749114449836073
ambiguous,heavy,9,No grouping,29,0.8916666666666666
ambiguous,heavy,9,CQI k-means,0,0.3544901113025114
ambiguous,heavy,9,CQI k-means,1,0.6471841780840183
ambiguous,heavy,9,CQI k-means,2,0.9375
ambiguous,heavy,9,CQI k-means,3,0.2497909277949918
ambiguous,heavy,9,CQI k-means,4,0.9083333333333332
ambiguous,heavy,9,CQI k-means,5,0.24442542237534248
ambiguous,heavy,9,CQI k-means,6,0.2998923676249354
ambiguous,heavy,9,CQI k-means,7,0.8749114449836073
ambiguous,heavy,9,CQI k-means,8,0.3586567779691781
ambiguous,heavy,9,CQI k-means,9,0.2652587557086758
ambiguous,heavy,9,CQI k-means,10,0.6596841780840182
ambiguous,heavy,9,CQI k-means,11,0.2581242611283251
ambiguous,heavy,9,CQI k-means,12,0.11313751285905684
ambiguous,heavy,9,CQI k-means,13,0.04597614688468286
ambiguous,heavy,9,CQI k-means,14,0.8707447783169405
ambiguous,heavy,9,CQI k-means,15,0.18752220739934322
ambiguous,heavy,9,CQI k-means,16,0.8499114449836073
ambiguous,heavy,9,CQI k-means,17,0.1635274001148402
ambiguous,heavy,9,CQI k-means,18,0.8749114449836072
ambiguous,heavy,9,CQI k-means,19,0.626350844750685
ambiguous,heavy,9,CQI k-means,20,0.9333333333333332
ambiguous,heavy,9,CQI k-means,21,0.1916888740660099
ambiguous,heavy,9,CQI k-means,22,0.6221841780840183
ambiguous,heavy,9,CQI k-means,23,0.28815784447075343
ambiguous,heavy,9,CQI k-means,24,0.6471841780840183
ambiguous,heavy,9,CQI k-means,25,0.23496024480780475
ambiguous,heavy,9,CQI k-means,26,0.841578111650274
ambiguous,heavy,9,CQI k-means,27,0.20812426112832513
ambiguous,heavy,9,CQI k-means,28,0.8749114449836073
ambiguous,heavy,9,CQI k-means,29,0.8916666666666666
ambiguous,heavy,9,Resource-cost k-means,0,0.3774315322678427
ambiguous,heavy,9,Resource-cost k-means,1,0.6471841780840183
ambiguous,heavy,9,Resource-cost k-means,2,0.9375
ambiguous,heavy,9,Resource-cost k-means,3,0.19167211006332674
ambiguous,heavy,9,Resource-cost k-means,4,0.9083333333333332
ambiguous,heavy,9,Resource-cost k-means,5,0.1114443427309267
ambiguous,heavy,9,Resource-cost k-means,6,0.29195229376936577
ambiguous,heavy,9,Resource-cost k-means,7,0.8749114449836073
ambiguous,heavy,9,Resource-cost k-means,8,0.2896216107821788
ambiguous,heavy,9,Resource-cost k-means,9,0.010205088738385873
ambiguous,heavy,9,Resource-cost k-means,10,0.6596841780840182
ambiguous,heavy,9,Resource-cost k-means,11,0.2581242611283251
ambiguous,heavy,9,Resource-cost k-means,12,0.1349662787537527
ambiguous,heavy,9,Resource-cost k-means,13,0.022705088738385865
ambiguous,heavy,9,Resource-cost k-means,14,0.8707447783169405
ambiguous,heavy,9,Resource-cost k-means,15,0.26695229376936574
ambiguous,heavy,9,Resource-cost k-means,16,0.8499114449836073
ambiguous,heavy,9,Resource-cost k-means,17,0.2429416923847804
ambiguous,heavy,9,Resource-cost k-means,18,0.8749114449836072
ambiguous,heavy,9,Resource-cost k-means,19,0.626350844750685
ambiguous,heavy,9,Resource-cost k-means,20,0.9333333333333332
ambiguous,heavy,9,Resource-cost k-means,21,0.33227767606426006
ambiguous,heavy,9,Resource-cost k-means,22,0.6221841780840183
ambiguous,heavy,9,Resource-cost k-means,23,0.32761631008988606
ambiguous,heavy,9,Resource-cost k-means,24,0.6471841780840183
ambiguous,heavy,9,Resource-cost k-means,25,0.28962161078217874
ambiguous,heavy,9,Resource-cost k-means,26,0.841578111650274
ambiguous,heavy,9,Resource-cost k-means,27,0.24477767606426004
ambiguous,heavy,9,Resource-cost k-means,28,0.8749114449836073
ambiguous,heavy,9,Resource-cost k-means,29,0.8916666666666666
ambiguous,heavy,9,Multi-feature k-means,0,0.3544901113025114
ambiguous,heavy,9,Multi-feature k-means,1,0.6471841780840183
ambiguous,heavy,9,Multi-feature k-means,2,0.9375
ambiguous,heavy,9,Multi-feature k-means,3,0.31928297675655276
ambiguous,heavy,9,Multi-feature k-means,4,0.9083333333333332
ambiguous,heavy,9,Multi-feature k-means,5,0.2627856271026991
ambiguous,heavy,9,Multi-feature k-means,6,0.2998923676249354
ambiguous,heavy,9,Multi-feature k-means,7,0.8749114449836073
ambiguous,heavy,9,Multi-feature k-means,8,0.3939561187226788
ambiguous,heavy,9,Multi-feature k-means,9,0.2652587557086758
ambiguous,heavy,9,Multi-feature k-means,10,0.6596841780840182
ambiguous,heavy,9,Multi-feature k-means,11,0.2581242611283251
ambiguous,heavy,9,Multi-feature k-means,12,0.12252031091634251
ambiguous,heavy,9,Multi-feature k-means,13,0.04597614688468286
ambiguous,heavy,9,Multi-feature k-means,14,0.8707447783169405
ambiguous,heavy,9,Multi-feature k-means,15,0.2221766888797854
ambiguous,heavy,9,Multi-feature k-means,16,0.8499114449836073
ambiguous,heavy,9,Multi-feature k-means,17,0.22662691147447145
ambiguous,heavy,9,Multi-feature k-means,18,0.8749114449836072
ambiguous,heavy,9,Multi-feature k-means,19,0.626350844750685
ambiguous,heavy,9,Multi-feature k-means,20,0.9333333333333332
ambiguous,heavy,9,Multi-feature k-means,21,0.29002410388234395
ambiguous,heavy,9,Multi-feature k-means,22,0.6221841780840183
ambiguous,heavy,9,Multi-feature k-means,23,0.34383043710657235
ambiguous,heavy,9,Multi-feature k-means,24,0.6471841780840183
ambiguous,heavy,9,Multi-feature k-means,25,0.35261631008988603
ambiguous,heavy,9,Multi-feature k-means,26,0.841578111650274
ambiguous,heavy,9,Multi-feature k-means,27,0.27339808901831736
ambiguous,heavy,9,Multi-feature k-means,28,0.8749114449836073
ambiguous,heavy,9,Multi-feature k-means,29,0.8916666666666666
ambiguous,heavy,9,Offline teacher,0,0.46048788157159065
ambiguous,heavy,9,Offline teacher,1,0.6471841780840183
ambiguous,heavy,9,Offline teacher,2,0.9375
ambiguous,heavy,9,Offline teacher,3,0.31928297675655276
ambiguous,heavy,9,Offline teacher,4,0.9083333333333332
ambiguous,heavy,9,Offline teacher,5,0.2627856271026991
ambiguous,heavy,9,Offline teacher,6,0.3101367703308006
ambiguous,heavy,9,Offline teacher,7,0.8749114449836073
ambiguous,heavy,9,Offline teacher,8,0.3939561187226788
ambiguous,heavy,9,Offline teacher,9,0.2652587557086758
ambiguous,heavy,9,Offline teacher,10,0.6596841780840182
ambiguous,heavy,9,Offline teacher,11,0.2729549441155121
ambiguous,heavy,9,Offline teacher,12,0.1872909277949918
ambiguous,heavy,9,Offline teacher,13,0.1349602448078048
ambiguous,heavy,9,Offline teacher,14,0.8707447783169405
ambiguous,heavy,9,Offline teacher,15,0.32994699307707304
ambiguous,heavy,9,Offline teacher,16,0.8499114449836073
ambiguous,heavy,9,Offline teacher,17,0.35078032641040635
ambiguous,heavy,9,Offline teacher,18,0.8749114449836073
ambiguous,heavy,9,Offline teacher,19,0.6263508447506849
ambiguous,heavy,9,Offline teacher,20,0.9333333333333332
ambiguous,heavy,9,Offline teacher,21,0.33227767606426006
ambiguous,heavy,9,Offline teacher,22,0.7236998569981793
ambiguous,heavy,9,Offline teacher,23,0.35500006675781504
ambiguous,heavy,9,Offline teacher,24,0.6471841780840183
ambiguous,heavy,9,Offline teacher,25,0.3684126878588107
ambiguous,heavy,9,Offline teacher,26,0.841578111650274
ambiguous,heavy,9,Offline teacher,27,0.33342212614284633
ambiguous,heavy,9,Offline teacher,28,0.8749114449836073
ambiguous,heavy,9,Offline teacher,29,0.8916666666666666
ambiguous,heavy,9,LE-GRA[history_cost_none],0,0.3774315322678427
ambiguous,heavy,9,LE-GRA[history_cost_none],1,0.6471841780840183
ambiguous,heavy,9,LE-GRA[history_cost_none],2,0.9375
ambiguous,heavy,9,LE-GRA[history_cost_none],3,0.31928297675655276
ambiguous,heavy,9,LE-GRA[history_cost_none],4,0.9083333333333332
ambiguous,heavy,9,LE-GRA[history_cost_none],5,0.2627856271026991
ambiguous,heavy,9,LE-GRA[history_cost_none],6,0.3072600061765311
ambiguous,heavy,9,LE-GRA[history_cost_none],7,0.8749114449836073
ambiguous,heavy,9,LE-GRA[history_cost_none],8,0.32130977220402374
ambiguous,heavy,9,LE-GRA[history_cost_none],9,0.12796819584624378
ambiguous,heavy,9,LE-GRA[history_cost_none],10,0.6596841780840182
ambiguous,heavy,9,LE-GRA[history_cost_none],11,0.2581242611283251
ambiguous,heavy,9,LE-GRA[history_cost_none],12,0.1761322121667641
ambiguous,heavy,9,LE-GRA[history_cost_none],13,0.04597614688468288
ambiguous,heavy,9,LE-GRA[history_cost_none],14,0.8707447783169405
ambiguous,heavy,9,LE-GRA[history_cost_none],15,0.26695229376936574
ambiguous,heavy,9,LE-GRA[history_cost_none],16,0.8499114449836073
ambiguous,heavy,9,LE-GRA[history_cost_none],17,0.2896216107821788
ambiguous,heavy,9,LE-GRA[history_cost_none],18,0.8749114449836072
ambiguous,heavy,9,LE-GRA[history_cost_none],19,0.626350844750685
ambiguous,heavy,9,LE-GRA[history_cost_none],20,0.9333333333333332
ambiguous,heavy,9,LE-GRA[history_cost_none],21,0.2627856271026991
ambiguous,heavy,9,LE-GRA[history_cost_none],22,0.6221841780840183
ambiguous,heavy,9,LE-GRA[history_cost_none],23,0.32761631008988606
ambiguous,heavy,9,LE-GRA[history_cost_none],24,0.6471841780840183
ambiguous,heavy,9,LE-GRA[history_cost_none],25,0.35261631008988603
ambiguous,heavy,9,LE-GRA[history_cost_none],26,0.841578111650274
ambiguous,heavy,9,LE-GRA[history_cost_none],27,0.2104380075673021
ambiguous,heavy,9,LE-GRA[history_cost_none],28,0.8749114449836073
ambiguous,heavy,9,LE-GRA[history_cost_none],29,0.8916666666666666
ambiguous,heavy,9,LE-GRA[full_none],0,0.36173056038291374
ambiguous,heavy,9,LE-GRA[full_none],1,0.6471841780840183
ambiguous,heavy,9,LE-GRA[full_none],2,0.9375
ambiguous,heavy,9,LE-GRA[full_none],3,0.2877856271026991
ambiguous,heavy,9,LE-GRA[full_none],4,0.9083333333333332
ambiguous,heavy,9,LE-GRA[full_none],5,0.2627856271026991
ambiguous,heavy,9,LE-GRA[full_none],6,0.2755580964621766
ambiguous,heavy,9,LE-GRA[full_none],7,0.8749114449836073
ambiguous,heavy,9,LE-GRA[full_none],8,0.3939561187226788
ambiguous,heavy,9,LE-GRA[full_none],9,0.12796819584624378
ambiguous,heavy,9,LE-GRA[full_none],10,0.6596841780840182
ambiguous,heavy,9,LE-GRA[full_none],11,0.2581242611283251
ambiguous,heavy,9,LE-GRA[full_none],12,0.012815955431611875
ambiguous,heavy,9,LE-GRA[full_none],13,0.04597614688468288
ambiguous,heavy,9,LE-GRA[full_none],14,0.8707447783169405
ambiguous,heavy,9,LE-GRA[full_none],15,0.26695229376936574
ambiguous,heavy,9,LE-GRA[full_none],16,0.8499114449836073
ambiguous,heavy,9,LE-GRA[full_none],17,0.25812426112832504
ambiguous,heavy,9,LE-GRA[full_none],18,0.8749114449836072
ambiguous,heavy,9,LE-GRA[full_none],19,0.626350844750685
ambiguous,heavy,9,LE-GRA[full_none],20,0.9333333333333332
ambiguous,heavy,9,LE-GRA[full_none],21,0.2627856271026991
ambiguous,heavy,9,LE-GRA[full_none],22,0.6221841780840183
ambiguous,heavy,9,LE-GRA[full_none],23,0.32761631008988606
ambiguous,heavy,9,LE-GRA[full_none],24,0.6471841780840183
ambiguous,heavy,9,LE-GRA[full_none],25,0.3211189604360324
ambiguous,heavy,9,LE-GRA[full_none],26,0.841578111650274
ambiguous,heavy,9,LE-GRA[full_none],27,0.2104380075673021
ambiguous,heavy,9,LE-GRA[full_none],28,0.8749114449836073
ambiguous,heavy,9,LE-GRA[full_none],29,0.8916666666666666
ambiguous,heavy,9,LE-GRA[history_cost_utility],0,0.38145611872267887
ambiguous,heavy,9,LE-GRA[history_cost_utility],1,0.6471841780840183
ambiguous,heavy,9,LE-GRA[history_cost_utility],2,0.9375
ambiguous,heavy,9,LE-GRA[history_cost_utility],3,0.2877856271026991
ambiguous,heavy,9,LE-GRA[history_cost_utility],4,0.9083333333333332
ambiguous,heavy,9,LE-GRA[history_cost_utility],5,0.16829357814113818
ambiguous,heavy,9,LE-GRA[history_cost_utility],6,0.3072600061765311
ambiguous,heavy,9,LE-GRA[history_cost_utility],7,0.8749114449836073
ambiguous,heavy,9,LE-GRA[history_cost_utility],8,0.3939561187226788
ambiguous,heavy,9,LE-GRA[history_cost_utility],9,0.12796819584624378
ambiguous,heavy,9,LE-GRA[history_cost_utility],10,0.6596841780840182
ambiguous,heavy,9,LE-GRA[history_cost_utility],11,0.2581242611283251
ambiguous,heavy,9,LE-GRA[history_cost_utility],12,0.11313751285905684
ambiguous,heavy,9,LE-GRA[history_cost_utility],13,-0.0005543334661301247
ambiguous,heavy,9,LE-GRA[history_cost_utility],14,0.8707447783169405
ambiguous,heavy,9,LE-GRA[history_cost_utility],15,0.25890517808801944
ambiguous,heavy,9,LE-GRA[history_cost_utility],16,0.8499114449836073
ambiguous,heavy,9,LE-GRA[history_cost_utility],17,0.22662691147447145
ambiguous,heavy,9,LE-GRA[history_cost_utility],18,0.8749114449836072
ambiguous,heavy,9,LE-GRA[history_cost_utility],19,0.626350844750685
ambiguous,heavy,9,LE-GRA[history_cost_utility],20,0.9333333333333332
ambiguous,heavy,9,LE-GRA[history_cost_utility],21,0.25472476312884323
ambiguous,heavy,9,LE-GRA[history_cost_utility],22,0.6221841780840183
ambiguous,heavy,9,LE-GRA[history_cost_utility],23,0.32761631008988606
ambiguous,heavy,9,LE-GRA[history_cost_utility],24,0.6471841780840183
ambiguous,heavy,9,LE-GRA[history_cost_utility],25,0.23496024480780472
