scenario_mode,load_level,seed,method,test_index,utility
mixed,heavy,58,LE-GRA[full_utility],2,0.8499114449836073
mixed,heavy,58,LE-GRA[full_utility],3,0.879078111650274
mixed,heavy,58,LE-GRA[full_utility],4,0.6638508447506849
mixed,heavy,58,LE-GRA[full_utility],5,0.8374114449836073
mixed,heavy,58,LE-GRA[full_utility],6,0.8916666666666666
mixed,heavy,58,LE-GRA[full_utility],7,0.6513508447506849
mixed,heavy,58,LE-GRA[full_utility],8,0.8749114449836073
mixed,heavy,58,LE-GRA[full_utility],9,0.6596841780840182
mixed,heavy,58,LE-GRA[full_utility],10,0.3088914297955099
mixed,heavy,58,LE-GRA[full_utility],11,0.6763508447506851
mixed,heavy,58,LE-GRA[full_utility],12,0.638850844750685
mixed,heavy,58,LE-GRA[full_utility],13,0.3628234446358447
mixed,heavy,58,LE-GRA[full_utility],14,0.6471841780840183
mixed,heavy,58,LE-GRA[full_utility],15,0.12380152917957715
mixed,heavy,58,LE-GRA[full_utility],16,0.8957447783169407
mixed,heavy,58,LE-GRA[full_utility],17,0.21829357814113814
mixed,heavy,58,LE-GRA[full_utility],18,0.6596841780840182
mixed,heavy,58,LE-GRA[full_utility],19,0.9416666666666668
mixed,heavy,58,LE-GRA[full_utility],20,0.8957447783169407
mixed,heavy,58,LE-GRA[full_utility],21,0.5691723261457138
mixed,heavy,58,LE-GRA[full_utility],22,0.1154681958462438
mixed,heavy,58,LE-GRA[full_utility],23,0.22662691147447145
mixed,heavy,58,LE-GRA[full_utility],24,0.6721841780840183
mixed,heavy,58,LE-GRA[full_utility],25,0.904078111650274
mixed,heavy,58,LE-GRA[full_utility],26,0.6346841780840183
mixed,heavy,58,LE-GRA[full_utility],27,0.6763508447506849
mixed,heavy,58,LE-GRA[full_utility],28,0.8540781116502738
mixed,heavy,58,LE-GRA[full_utility],29,0.6805175114173516
anti_cqi_hard,light,9,No grouping,0,0.7332447783169406
anti_cqi_hard,light,9,No grouping,1,0.7541666666666668
anti_cqi_hard,light,9,No grouping,2,0.7333333333333334
anti_cqi_hard,light,9,No grouping,3,0.7541666666666668
anti_cqi_hard,light,9,No grouping,4,0.7416666666666666
anti_cqi_hard,light,9,No grouping,5,0.7458333333333332
anti_cqi_hard,light,9,No grouping,6,0.7375000000000002
anti_cqi_hard,light,9,No grouping,7,0.7416666666666666
anti_cqi_hard,light,9,No grouping,8,0.7416666666666666
anti_cqi_hard,light,9,No grouping,9,0.7375000000000002
anti_cqi_hard,light,9,No grouping,10,0.75
anti_cqi_hard,light,9,No grouping,11,0.7458333333333332
anti_cqi_hard,light,9,No grouping,12,0.75
anti_cqi_hard,light,9,No grouping,13,0.7499114449836072
anti_cqi_hard,light,9,No grouping,14,0.7458333333333332
anti_cqi_hard,light,9,No grouping,15,0.7416666666666666
anti_cqi_hard,light,9,No grouping,16,0.7374114449836071
anti_cqi_hard,light,9,No grouping,17,0.75
anti_cqi_hard,light,9,No grouping,18,0.7457447783169405
anti_cqi_hard,light,9,No grouping,19,0.7374999999999999
anti_cqi_hard,light,9,No grouping,20,0.7457447783169405
anti_cqi_hard,light,9,No grouping,21,0.7332447783169406
anti_cqi_hard,light,9,No grouping,22,0.75
anti_cqi_hard,light,9,No grouping,23,0.7291666666666666
anti_cqi_hard,light,9,No grouping,24,0.75
anti_cqi_hard,light,9,No grouping,25,0.75
anti_cqi_hard,light,9,No grouping,26,0.7457447783169405
anti_cqi_hard,light,9,No grouping,27,0.7374999999999999
anti_cqi_hard,light,9,No grouping,28,0.75
anti_cqi_hard,light,9,No grouping,29,0.7374999999999999
anti_cqi_hard,light,9,CQI k-means,0,0.7449173104772319
anti_cqi_hard,light,9,CQI k-means,1,0.7674941345063755
anti_cqi_hard,light,9,CQI k-means,2,0.7336288984626599
anti_cqi_hard,light,9,CQI k-means,3,0.7662825465209475
anti_cqi_hard,light,9,CQI k-means,4,0.7501477825646633
anti_cqi_hard,light,9,CQI k-means,5,0.7603723891584703
anti_cqi_hard,light,9,CQI k-means,6,0.7414303290856107
anti_cqi_hard,light,9,CQI k-means,7,0.7490839771438984
anti_cqi_hard,light,9,CQI k-means,8,0.7562057224918037
anti_cqi_hard,light,9,CQI k-means,9,0.7473404864480878
anti_cqi_hard,light,9,CQI k-means,10,0.7645390558251369
anti_cqi_hard,light,9,CQI k-means,11,0.7579492131876142
anti_cqi_hard,light,9,CQI k-means,12,0.7645390558251369
anti_cqi_hard,light,9,CQI k-means,13,0.7499114449836073
anti_cqi_hard,light,9,CQI k-means,14,0.7627955651293264
anti_cqi_hard,light,9,CQI k-means,15,0.7562057224918037
anti_cqi_hard,light,9,CQI k-means,16,0.7490839771438984
anti_cqi_hard,light,9,CQI k-means,17,0.763327467839709
anti_cqi_hard,light,9,CQI k-means,18,0.7574173104772317
anti_cqi_hard,light,9,CQI k-means,19,0.752039055825137
anti_cqi_hard,light,9,CQI k-means,20,0.7457447783169405
anti_cqi_hard,light,9,CQI k-means,21,0.7390071531147546
anti_cqi_hard,light,9,CQI k-means,22,0.7621158798542808
anti_cqi_hard,light,9,CQI k-means,23,0.7365839771438983
anti_cqi_hard,light,9,CQI k-means,24,0.7586288984626597
anti_cqi_hard,light,9,CQI k-means,25,0.7596927038834247
anti_cqi_hard,light,9,CQI k-means,26,0.7457447783169405
anti_cqi_hard,light,9,CQI k-means,27,0.753250643810565
anti_cqi_hard,light,9,CQI k-means,28,0.7621158798542808
anti_cqi_hard,light,9,CQI k-means,29,0.7544622317959933
anti_cqi_hard,light,9,Resource-cost k-means,0,0.7449173104772319
anti_cqi_hard,light,9,Resource-cost k-means,1,0.7699173104772316
anti_cqi_hard,light,9,Resource-cost k-means,2,0.7478723891584703
anti_cqi_hard,light,9,Resource-cost k-means,3,0.7711288984626598
anti_cqi_hard,light,9,Resource-cost k-means,4,0.7466608011730423
anti_cqi_hard,light,9,Resource-cost k-means,5,0.7579492131876142
anti_cqi_hard,light,9,Resource-cost k-means,6,0.7375000000000002
anti_cqi_hard,light,9,Resource-cost k-means,7,0.7478723891584703
anti_cqi_hard,light,9,Resource-cost k-means,8,0.7537825465209474
anti_cqi_hard,light,9,Resource-cost k-means,9,0.7437057224918036
anti_cqi_hard,light,9,Resource-cost k-means,10,0.7609042918688527
anti_cqi_hard,light,9,Resource-cost k-means,11,0.7591608011730423
anti_cqi_hard,light,9,Resource-cost k-means,12,0.7645390558251369
anti_cqi_hard,light,9,Resource-cost k-means,13,0.7499114449836072
anti_cqi_hard,light,9,Resource-cost k-means,14,0.7615839771438985
anti_cqi_hard,light,9,Resource-cost k-means,15,0.7549941345063756
anti_cqi_hard,light,9,Resource-cost k-means,16,0.7454492131876141
anti_cqi_hard,light,9,Resource-cost k-means,17,0.7574173104772317
anti_cqi_hard,light,9,Resource-cost k-means,18,0.7562057224918036
anti_cqi_hard,light,9,Resource-cost k-means,19,0.752039055825137
anti_cqi_hard,light,9,Resource-cost k-means,20,0.7457447783169405
anti_cqi_hard,light,9,Resource-cost k-means,21,0.7332447783169406
anti_cqi_hard,light,9,Resource-cost k-means,22,0.7560579399271403
anti_cqi_hard,light,9,Resource-cost k-means,23,0.7388593705500912
anti_cqi_hard,light,9,Resource-cost k-means,24,0.7562057224918036
anti_cqi_hard,light,9,Resource-cost k-means,25,0.75
anti_cqi_hard,light,9,Resource-cost k-means,26,0.7466608011730423
anti_cqi_hard,light,9,Resource-cost k-means,27,0.753250643810565
anti_cqi_hard,light,9,Resource-cost k-means,28,0.7621158798542808
anti_cqi_hard,light,9,Resource-cost k-means,29,0.7471927038834246
anti_cqi_hard,light,9,Multi-feature k-means,0,0.7437057224918037
anti_cqi_hard,light,9,Multi-feature k-means,1,0.7699173104772316
anti_cqi_hard,light,9,Multi-feature k-means,2,0.7478723891584703
anti_cqi_hard,light,9,Multi-feature k-means,3,0.7687057224918036
anti_cqi_hard,light,9,Multi-feature k-means,4,0.7562057224918037
anti_cqi_hard,light,9,Multi-feature k-means,5,0.7591608011730422
anti_cqi_hard,light,9,Multi-feature k-means,6,0.7484042918688528
anti_cqi_hard,light,9,Multi-feature k-means,7,0.7562057224918037
anti_cqi_hard,light,9,Multi-feature k-means,8,0.7562057224918037
anti_cqi_hard,light,9,Multi-feature k-means,9,0.752039055825137
anti_cqi_hard,light,9,Multi-feature k-means,10,0.7645390558251369
anti_cqi_hard,light,9,Multi-feature k-means,11,0.7603723891584703
anti_cqi_hard,light,9,Multi-feature k-means,12,0.7645390558251369
anti_cqi_hard,light,9,Multi-feature k-means,13,0.7499114449836072
anti_cqi_hard,light,9,Multi-feature k-means,14,0.7591608011730422
anti_cqi_hard,light,9,Multi-feature k-means,15,0.7562057224918037
anti_cqi_hard,light,9,Multi-feature k-means,16,0.7478723891584703
anti_cqi_hard,light,9,Multi-feature k-means,17,0.764539055825137
anti_cqi_hard,light,9,Multi-feature k-means,18,0.7562057224918037
anti_cqi_hard,light,9,Multi-feature k-means,19,0.752039055825137
anti_cqi_hard,light,9,Multi-feature k-means,20,0.7478723891584703
anti_cqi_hard,light,9,Multi-feature k-means,21,0.7341608011730423
anti_cqi_hard,light,9,Multi-feature k-means,22,0.7645390558251369
anti_cqi_hard,light,9,Multi-feature k-means,23,0.7437057224918037
anti_cqi_hard,light,9,Multi-feature k-means,24,0.7562057224918036
anti_cqi_hard,light,9,Multi-feature k-means,25,0.7645390558251369
anti_cqi_hard,light,9,Multi-feature k-means,26,0.7478723891584703
anti_cqi_hard,light,9,Multi-feature k-means,27,0.752039055825137
anti_cqi_hard,light,9,Multi-feature k-means,28,0.763327467839709
anti_cqi_hard,light,9,Multi-feature k-means,29,0.752039055825137
anti_cqi_hard,light,9,Offline teacher,0,0.7485520744335158
anti_cqi_hard,light,9,Offline teacher,1,0.7723404864480878
anti_cqi_hard,light,9,Offline teacher,2,0.7563535050564668
anti_cqi_hard,light,9,Offline teacher,3,0.7723404864480878
anti_cqi_hard,light,9,Offline teacher,4,0.7527187411001824
anti_cqi_hard,light,9,Offline teacher,5,0.7615839771438985
anti_cqi_hard,light,9,Offline teacher,6,0.7508274678397088
anti_cqi_hard,light,9,Offline teacher,7,0.7513593705500913
anti_cqi_hard,light,9,Offline teacher,8,0.7574173104772316
anti_cqi_hard,light,9,Offline teacher,9,0.7544622317959929
anti_cqi_hard,light,9,Offline teacher,10,0.7645390558251369
anti_cqi_hard,light,9,Offline teacher,11,0.7627955651293266
anti_cqi_hard,light,9,Offline teacher,12,0.7669622317959931
anti_cqi_hard,light,9,Offline teacher,13,0.7570331903315125
anti_cqi_hard,light,9,Offline teacher,14,0.7640071531147545
anti_cqi_hard,light,9,Offline teacher,15,0.761052074433516
anti_cqi_hard,light,9,Offline teacher,16,0.7515071531147545
anti_cqi_hard,light,9,Offline teacher,17,0.7646868383898001
anti_cqi_hard,light,9,Offline teacher,18,0.7562057224918036
anti_cqi_hard,light,9,Offline teacher,19,0.7544622317959931
anti_cqi_hard,light,9,Offline teacher,20,0.7528665236648457
anti_cqi_hard,light,9,Offline teacher,21,0.7403665236648457
anti_cqi_hard,light,9,Offline teacher,22,0.7681738197814211
anti_cqi_hard,light,9,Offline teacher,23,0.7424941345063755
anti_cqi_hard,light,9,Offline teacher,24,0.7598404864480878
anti_cqi_hard,light,9,Offline teacher,25,0.7584811158979966
anti_cqi_hard,light,9,Offline teacher,26,0.758776681027323
anti_cqi_hard,light,9,Offline teacher,27,0.7593085837377055
anti_cqi_hard,light,9,Offline teacher,28,0.763327467839709
anti_cqi_hard,light,9,Offline teacher,29,0.753250643810565
anti_cqi_hard,light,9,LE-GRA[history_cost_none],0,0.7449173104772319
anti_cqi_hard,light,9,LE-GRA[history_cost_none],1,0.7699173104772316
anti_cqi_hard,light,9,LE-GRA[history_cost_none],2,0.7527187411001827
anti_cqi_hard,light,9,LE-GRA[history_cost_none],3,0.7711288984626598
anti_cqi_hard,light,9,LE-GRA[history_cost_none],4,0.7478723891584703
anti_cqi_hard,light,9,LE-GRA[history_cost_none],5,0.7458333333333332
anti_cqi_hard,light,9,LE-GRA[history_cost_none],6,0.7375000000000002
anti_cqi_hard,light,9,LE-GRA[history_cost_none],7,0.7492317597085615
anti_cqi_hard,light,9,LE-GRA[history_cost_none],8,0.7537825465209474
anti_cqi_hard,light,9,LE-GRA[history_cost_none],9,0.7473404864480878
anti_cqi_hard,light,9,LE-GRA[history_cost_none],10,0.7645390558251369
anti_cqi_hard,light,9,LE-GRA[history_cost_none],11,0.7591608011730423
anti_cqi_hard,light,9,LE-GRA[history_cost_none],12,0.7645390558251369
anti_cqi_hard,light,9,LE-GRA[history_cost_none],13,0.7499114449836073
anti_cqi_hard,light,9,LE-GRA[history_cost_none],14,0.7627955651293264
anti_cqi_hard,light,9,LE-GRA[history_cost_none],15,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[history_cost_none],16,0.7454492131876141
anti_cqi_hard,light,9,LE-GRA[history_cost_none],17,0.7586288984626597
anti_cqi_hard,light,9,LE-GRA[history_cost_none],18,0.7562057224918036
anti_cqi_hard,light,9,LE-GRA[history_cost_none],19,0.753250643810565
anti_cqi_hard,light,9,LE-GRA[history_cost_none],20,0.7457447783169405
anti_cqi_hard,light,9,LE-GRA[history_cost_none],21,0.7377955651293263
anti_cqi_hard,light,9,LE-GRA[history_cost_none],22,0.761052074433516
anti_cqi_hard,light,9,LE-GRA[history_cost_none],23,0.7291666666666666
anti_cqi_hard,light,9,LE-GRA[history_cost_none],24,0.7562057224918036
anti_cqi_hard,light,9,LE-GRA[history_cost_none],25,0.7515071531147545
anti_cqi_hard,light,9,LE-GRA[history_cost_none],26,0.7502955651293264
anti_cqi_hard,light,9,LE-GRA[history_cost_none],27,0.7546100143606562
anti_cqi_hard,light,9,LE-GRA[history_cost_none],28,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[history_cost_none],29,0.7508274678397089
anti_cqi_hard,light,9,LE-GRA[full_none],0,0.7449173104772319
anti_cqi_hard,light,9,LE-GRA[full_none],1,0.7699173104772316
anti_cqi_hard,light,9,LE-GRA[full_none],2,0.7527187411001827
anti_cqi_hard,light,9,LE-GRA[full_none],3,0.7711288984626598
anti_cqi_hard,light,9,LE-GRA[full_none],4,0.7478723891584703
anti_cqi_hard,light,9,LE-GRA[full_none],5,0.7591608011730422
anti_cqi_hard,light,9,LE-GRA[full_none],6,0.7375000000000002
anti_cqi_hard,light,9,LE-GRA[full_none],7,0.7492317597085615
anti_cqi_hard,light,9,LE-GRA[full_none],8,0.7537825465209474
anti_cqi_hard,light,9,LE-GRA[full_none],9,0.749763662418944
anti_cqi_hard,light,9,LE-GRA[full_none],10,0.7645390558251369
anti_cqi_hard,light,9,LE-GRA[full_none],11,0.7591608011730423
anti_cqi_hard,light,9,LE-GRA[full_none],12,0.7645390558251369
anti_cqi_hard,light,9,LE-GRA[full_none],13,0.7499114449836073
anti_cqi_hard,light,9,LE-GRA[full_none],14,0.7615839771438985
anti_cqi_hard,light,9,LE-GRA[full_none],15,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[full_none],16,0.7454492131876141
anti_cqi_hard,light,9,LE-GRA[full_none],17,0.7646868383898001
anti_cqi_hard,light,9,LE-GRA[full_none],18,0.7574173104772317
anti_cqi_hard,light,9,LE-GRA[full_none],19,0.753250643810565
anti_cqi_hard,light,9,LE-GRA[full_none],20,0.7457447783169405
anti_cqi_hard,light,9,LE-GRA[full_none],21,0.7390071531147545
anti_cqi_hard,light,9,LE-GRA[full_none],22,0.7598404864480878
anti_cqi_hard,light,9,LE-GRA[full_none],23,0.7291666666666666
anti_cqi_hard,light,9,LE-GRA[full_none],24,0.7562057224918036
anti_cqi_hard,light,9,LE-GRA[full_none],25,0.7515071531147545
anti_cqi_hard,light,9,LE-GRA[full_none],26,0.7502955651293264
anti_cqi_hard,light,9,LE-GRA[full_none],27,0.753250643810565
anti_cqi_hard,light,9,LE-GRA[full_none],28,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[full_none],29,0.752039055825137
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],0,0.7438535050564669
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],1,0.7699173104772316
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],2,0.7478723891584703
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],3,0.7711288984626598
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],4,0.7502955651293265
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],5,0.7579492131876142
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],6,0.7377955651293263
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],7,0.7492317597085615
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],8,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],9,0.7461288984626598
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],10,0.7645390558251369
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],11,0.7591608011730423
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],12,0.7645390558251369
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],13,0.7499114449836072
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],14,0.7627955651293264
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],15,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],16,0.7478723891584703
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],17,0.7586288984626597
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],18,0.7562057224918036
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],19,0.753250643810565
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],20,0.7457447783169405
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],21,0.7341608011730423
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],22,0.765750643810565
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],23,0.7365839771438983
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],24,0.7574173104772317
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],25,0.7515071531147545
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],26,0.7551419170710387
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],27,0.753250643810565
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],28,0.7502955651293265
anti_cqi_hard,light,9,LE-GRA[history_cost_utility],29,0.752039055825137
anti_cqi_hard,light,9,LE-GRA[full_utility],0,0.7449173104772319
anti_cqi_hard,light,9,LE-GRA[full_utility],1,0.7711288984626599
anti_cqi_hard,light,9,LE-GRA[full_utility],2,0.7360520744335158
anti_cqi_hard,light,9,LE-GRA[full_utility],3,0.7541666666666668
anti_cqi_hard,light,9,LE-GRA[full_utility],4,0.7416666666666667
anti_cqi_hard,light,9,LE-GRA[full_utility],5,0.7508274678397089
anti_cqi_hard,light,9,LE-GRA[full_utility],6,0.7375000000000002
anti_cqi_hard,light,9,LE-GRA[full_utility],7,0.7492317597085615
anti_cqi_hard,light,9,LE-GRA[full_utility],8,0.7466608011730423
anti_cqi_hard,light,9,LE-GRA[full_utility],9,0.7449173104772316
anti_cqi_hard,light,9,LE-GRA[full_utility],10,0.7527187411001827
anti_cqi_hard,light,9,LE-GRA[full_utility],11,0.752039055825137
anti_cqi_hard,light,9,LE-GRA[full_utility],12,0.7645390558251369
anti_cqi_hard,light,9,LE-GRA[full_utility],13,0.7499114449836073
anti_cqi_hard,light,9,LE-GRA[full_utility],14,0.7615839771438985
anti_cqi_hard,light,9,LE-GRA[full_utility],15,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[full_utility],16,0.7466608011730423
anti_cqi_hard,light,9,LE-GRA[full_utility],17,0.761052074433516
anti_cqi_hard,light,9,LE-GRA[full_utility],18,0.7562057224918036
anti_cqi_hard,light,9,LE-GRA[full_utility],19,0.753250643810565
anti_cqi_hard,light,9,LE-GRA[full_utility],20,0.7457447783169405
anti_cqi_hard,light,9,LE-GRA[full_utility],21,0.7341608011730423
anti_cqi_hard,light,9,LE-GRA[full_utility],22,0.7669622317959931
anti_cqi_hard,light,9,LE-GRA[full_utility],23,0.7353723891584704
anti_cqi_hard,light,9,LE-GRA[full_utility],24,0.7562057224918036
anti_cqi_hard,light,9,LE-GRA[full_utility],25,0.75
anti_cqi_hard,light,9,LE-GRA[full_utility],26,0.7551419170710387
anti_cqi_hard,light,9,LE-GRA[full_utility],27,0.7544622317959929
anti_cqi_hard,light,9,LE-GRA[full_utility],28,0.7562057224918037
anti_cqi_hard,light,9,LE-GRA[full_utility],29,0.7508274678397089
anti_cqi_hard,light,17,No grouping,0,0.7415781116502739
anti_cqi_hard,light,17,No grouping,1,0.7541666666666668
anti_cqi_hard,light,17,No grouping,2,0.7457447783169405
anti_cqi_hard,light,17,No grouping,3,0.7290781116502739
anti_cqi_hard,light,17,No grouping,4,0.7416666666666667
anti_cqi_hard,light,17,No grouping,5,0.7499114449836072
anti_cqi_hard,light,17,No grouping,6,0.75
anti_cqi_hard,light,17,No grouping,7,0.7416666666666667
anti_cqi_hard,light,17,No grouping,8,0.7457447783169405
anti_cqi_hard,light,17,No grouping,9,0.7625000000000001
anti_cqi_hard,light,17,No grouping,10,0.7458333333333332
anti_cqi_hard,light,17,No grouping,11,0.75
anti_cqi_hard,light,17,No grouping,12,0.7499114449836073
anti_cqi_hard,light,17,No grouping,13,0.7374114449836072
anti_cqi_hard,light,17,No grouping,14,0.7374999999999999
anti_cqi_hard,light,17,No grouping,15,0.7457447783169405
anti_cqi_hard,light,17,No grouping,16,0.7416666666666666
anti_cqi_hard,light,17,No grouping,17,0.7458333333333332
anti_cqi_hard,light,17,No grouping,18,0.7415781116502739
anti_cqi_hard,light,17,No grouping,19,0.7499114449836073
anti_cqi_hard,light,17,No grouping,20,0.7291666666666666
anti_cqi_hard,light,17,No grouping,21,0.7374114449836072
anti_cqi_hard,light,17,No grouping,22,0.75
anti_cqi_hard,light,17,No grouping,23,0.7374114449836071
anti_cqi_hard,light,17,No grouping,24,0.7416666666666666
anti_cqi_hard,light,17,No grouping,25,0.7458333333333335
anti_cqi_hard,light,17,No grouping,26,0.7415781116502739
anti_cqi_hard,light,17,No grouping,27,0.7458333333333332
anti_cqi_hard,light,17,No grouping,28,0.7624999999999998
anti_cqi_hard,light,17,No grouping,29,0.7458333333333332
anti_cqi_hard,light,17,CQI k-means,0,0.7415781116502739
anti_cqi_hard,light,17,CQI k-means,1,0.7638593705500912
anti_cqi_hard,light,17,CQI k-means,2,0.7457447783169405
anti_cqi_hard,light,17,CQI k-means,3,0.739539055825137
anti_cqi_hard,light,17,CQI k-means,4,0.7549941345063756
anti_cqi_hard,light,17,CQI k-means,5,0.7499114449836073
anti_cqi_hard,light,17,CQI k-means,6,0.765750643810565
anti_cqi_hard,light,17,CQI k-means,7,0.7513593705500913
anti_cqi_hard,light,17,CQI k-means,8,0.7586288984626598
anti_cqi_hard,light,17,CQI k-means,9,0.7746158798542808
anti_cqi_hard,light,17,CQI k-means,10,0.7603723891584703
anti_cqi_hard,light,17,CQI k-means,11,0.7598404864480878
anti_cqi_hard,light,17,CQI k-means,12,0.7499114449836073
anti_cqi_hard,light,17,CQI k-means,13,0.7454492131876141
anti_cqi_hard,light,17,CQI k-means,14,0.7484042918688528
anti_cqi_hard,light,17,CQI k-means,15,0.7457447783169405
anti_cqi_hard,light,17,CQI k-means,16,0.7443854077668494
anti_cqi_hard,light,17,CQI k-means,17,0.7579492131876142
anti_cqi_hard,light,17,CQI k-means,18,0.7415781116502739
anti_cqi_hard,light,17,CQI k-means,19,0.7615839771438985
anti_cqi_hard,light,17,CQI k-means,20,0.7424941345063756
anti_cqi_hard,light,17,CQI k-means,21,0.7442376252021861
anti_cqi_hard,light,17,CQI k-means,22,0.7609042918688527
anti_cqi_hard,light,17,CQI k-means,23,0.7419622317959931
anti_cqi_hard,light,17,CQI k-means,24,0.7419622317959931
anti_cqi_hard,light,17,CQI k-means,25,0.749763662418944
anti_cqi_hard,light,17,CQI k-means,26,0.7437057224918037
anti_cqi_hard,light,17,CQI k-means,27,0.7627955651293264
anti_cqi_hard,light,17,CQI k-means,28,0.7746158798542808
anti_cqi_hard,light,17,CQI k-means,29,0.7627955651293264
anti_cqi_hard,light,17,Resource-cost k-means,0,0.7437057224918036
anti_cqi_hard,light,17,Resource-cost k-means,1,0.7614361945792352
anti_cqi_hard,light,17,Resource-cost k-means,2,0.7457447783169405
anti_cqi_hard,light,17,Resource-cost k-means,3,0.7396868383898001
anti_cqi_hard,light,17,Resource-cost k-means,4,0.7502955651293265
anti_cqi_hard,light,17,Resource-cost k-means,5,0.7499114449836073
anti_cqi_hard,light,17,Resource-cost k-means,6,0.7609042918688528
anti_cqi_hard,light,17,Resource-cost k-means,7,0.7586288984626597
anti_cqi_hard,light,17,Resource-cost k-means,8,0.7489361945792353
anti_cqi_hard,light,17,Resource-cost k-means,9,0.7625000000000001
anti_cqi_hard,light,17,Resource-cost k-means,10,0.7579492131876142
anti_cqi_hard,light,17,Resource-cost k-means,11,0.7596927038834247
anti_cqi_hard,light,17,Resource-cost k-means,12,0.752039055825137
anti_cqi_hard,light,17,Resource-cost k-means,13,0.7407506438105651
anti_cqi_hard,light,17,Resource-cost k-means,14,0.752039055825137
anti_cqi_hard,light,17,Resource-cost k-means,15,0.7490839771438984
anti_cqi_hard,light,17,Resource-cost k-means,16,0.7443854077668494
anti_cqi_hard,light,17,Resource-cost k-means,17,0.7458333333333332
anti_cqi_hard,light,17,Resource-cost k-means,18,0.7449173104772319
anti_cqi_hard,light,17,Resource-cost k-means,19,0.7603723891584703
anti_cqi_hard,light,17,Resource-cost k-means,20,0.7449173104772316
anti_cqi_hard,light,17,Resource-cost k-means,21,0.743026037216758
anti_cqi_hard,light,17,Resource-cost k-means,22,0.7609042918688527
anti_cqi_hard,light,17,Resource-cost k-means,23,0.739539055825137
anti_cqi_hard,light,17,Resource-cost k-means,24,0.7416666666666667
anti_cqi_hard,light,17,Resource-cost k-means,25,0.7473404864480878
anti_cqi_hard,light,17,Resource-cost k-means,26,0.7437057224918037
anti_cqi_hard,light,17,Resource-cost k-means,27,0.7603723891584703
anti_cqi_hard,light,17,Resource-cost k-means,28,0.7674941345063756
anti_cqi_hard,light,17,Resource-cost k-means,29,0.7555260372167579
anti_cqi_hard,light,17,Multi-feature k-means,0,0.752039055825137
anti_cqi_hard,light,17,Multi-feature k-means,1,0.7650709585355194
anti_cqi_hard,light,17,Multi-feature k-means,2,0.7492317597085615
anti_cqi_hard,light,17,Multi-feature k-means,3,0.738327467839709
anti_cqi_hard,light,17,Multi-feature k-means,4,0.7562057224918037
anti_cqi_hard,light,17,Multi-feature k-means,5,0.7499114449836072
anti_cqi_hard,light,17,Multi-feature k-means,6,0.7645390558251369
anti_cqi_hard,light,17,Multi-feature k-means,7,0.7549941345063756
anti_cqi_hard,light,17,Multi-feature k-means,8,0.7562057224918037
anti_cqi_hard,light,17,Multi-feature k-means,9,0.7770390558251369
anti_cqi_hard,light,17,Multi-feature k-means,10,0.7603723891584703
anti_cqi_hard,light,17,Multi-feature k-means,11,0.7645390558251369
anti_cqi_hard,light,17,Multi-feature k-means,12,0.752039055825137
anti_cqi_hard,light,17,Multi-feature k-means,13,0.7478723891584703
anti_cqi_hard,light,17,Multi-feature k-means,14,0.7496158798542808
anti_cqi_hard,light,17,Multi-feature k-means,15,0.7478723891584703
anti_cqi_hard,light,17,Multi-feature k-means,16,0.7527187411001827
anti_cqi_hard,light,17,Multi-feature k-means,17,0.7603723891584703
anti_cqi_hard,light,17,Multi-feature k-means,18,0.7437057224918037
anti_cqi_hard,light,17,Multi-feature k-means,19,0.7676419170710386
anti_cqi_hard,light,17,Multi-feature k-means,20,0.7437057224918037
