method,utility,adr_kbps,used_spectral_efficiency,system_spectral_efficiency,served_ratio,unserved_ratio,average_quality,rb_utilization,avg_switching,fairness,avg_groups,selected_epoch,selection_validation_loss,pair_sampling,supervision_weight_mode,hard_positive_scale,hard_negative_scale,scenario_weight_mode,positive_gain_boost,multigroup_boost,prototype_weight,prototype_margin,membership_weight,candidate_membership_weight,candidate_top_k,candidate_secondary_scale,frontier_contrast_weight,frontier_negative_top_k,frontier_margin,grouping_mode,train_positive_pairs,train_negative_pairs,train_active_negative_ratio,train_mean_negative_distance,train_mean_positive_weight,train_mean_negative_weight,train_hard_group_positive_pairs,train_hard_group_negative_pairs,train_priority_positive_pairs,train_priority_negative_pairs,train_schedule_examples,train_boosted_scenarios,train_prototype_positive_terms,train_prototype_negative_terms,train_membership_terms,train_candidate_membership_terms,train_candidate_membership_weight,train_candidate_secondary_weight_mean,train_frontier_contrast_terms,train_frontier_contrast_weight,train_frontier_margin,train_frontier_positive_count,train_frontier_negative_count,train_mean_weak_score,dataset,feature_mode,restart_selection_mode,max_groups,rb_budget_ratio,focus_ue_ids,train_window_end,test_window_start,test_window_end,seed,selected_restart_seed
No grouping,0.5721841780840183,3000.0,13.333333333333334,9.523809523809524,1.0,0.0,3.0,0.7142857142857143,0.35,1.0,1.0,12,0.004043223133713146,teacher_boundary,teacher_candidate_boundary,2.5,1.5,uniform,4,2,0.0,1.0,0.0,4.0,2,4.0,0.0,2,0.25,kmeans_embedding,2.704119850187266,0.1947565543071161,0.015917602996254682,1.0490738881844508,2.7802746635251276,2.25,2.655430711610487,0.1947565543071161,2.655430711610487,0.1947565543071161,267.0,0.0,0.0,0.0,0.0,2.0,4.0,2.5,0.0,0.0,0.25,2.0,0.7528089887640449,0.9997286399029551,p3_6g_temporal_focus,history_cost_quality,support_imitation,3,0.28,3|4|5|6,28.2,28.3,28.3,9,9
CQI k-means,0.5721841780840183,3000.0,13.333333333333334,9.523809523809524,1.0,0.0,3.0,0.7142857142857143,0.35,1.0,1.0,12,0.004043223133713146,teacher_boundary,teacher_candidate_boundary,2.5,1.5,uniform,4,2,0.0,1.0,0.0,4.0,2,4.0,0.0,2,0.25,kmeans_embedding,2.704119850187266,0.1947565543071161,0.015917602996254682,1.0490738881844508,2.7802746635251276,2.25,2.655430711610487,0.1947565543071161,2.655430711610487,0.1947565543071161,267.0,0.0,0.0,0.0,0.0,2.0,4.0,2.5,0.0,0.0,0.25,2.0,0.7528089887640449,0.9997286399029551,p3_6g_temporal_focus,history_cost_quality,support_imitation,3,0.28,3|4|5|6,28.2,28.3,28.3,9,9
Resource-cost k-means,0.5790955890522329,3175.0,10.079365079365079,10.079365079365079,1.0,0.0,2.5,1.0,0.05,0.5939824703542756,2.0,12,0.004043223133713146,teacher_boundary,teacher_candidate_boundary,2.5,1.5,uniform,4,2,0.0,1.0,0.0,4.0,2,4.0,0.0,2,0.25,kmeans_embedding,2.704119850187266,0.1947565543071161,0.015917602996254682,1.0490738881844508,2.7802746635251276,2.25,2.655430711610487,0.1947565543071161,2.655430711610487,0.1947565543071161,267.0,0.0,0.0,0.0,0.0,2.0,4.0,2.5,0.0,0.0,0.25,2.0,0.7528089887640449,0.9997286399029551,p3_6g_temporal_focus,history_cost_quality,support_imitation,3,0.28,3|4|5|6,28.2,28.3,28.3,9,9
Multi-feature k-means,0.5721841780840183,3000.0,13.333333333333334,9.523809523809524,1.0,0.0,3.0,0.7142857142857143,0.35,1.0,1.0,12,0.004043223133713146,teacher_boundary,teacher_candidate_boundary,2.5,1.5,uniform,4,2,0.0,1.0,0.0,4.0,2,4.0,0.0,2,0.25,kmeans_embedding,2.704119850187266,0.1947565543071161,0.015917602996254682,1.0490738881844508,2.7802746635251276,2.25,2.655430711610487,0.1947565543071161,2.655430711610487,0.1947565543071161,267.0,0.0,0.0,0.0,0.0,2.0,4.0,2.5,0.0,0.0,0.25,2.0,0.7528089887640449,0.9997286399029551,p3_6g_temporal_focus,history_cost_quality,support_imitation,3,0.28,3|4|5|6,28.2,28.3,28.3,9,9
Offline teacher,0.5790955890522329,3175.0,10.079365079365079,10.079365079365079,1.0,0.0,2.5,1.0,0.05,0.5939824703542756,2.0,12,0.004043223133713146,teacher_boundary,teacher_candidate_boundary,2.5,1.5,uniform,4,2,0.0,1.0,0.0,4.0,2,4.0,0.0,2,0.25,kmeans_embedding,2.704119850187266,0.1947565543071161,0.015917602996254682,1.0490738881844508,2.7802746635251276,2.25,2.655430711610487,0.1947565543071161,2.655430711610487,0.1947565543071161,267.0,0.0,0.0,0.0,0.0,2.0,4.0,2.5,0.0,0.0,0.25,2.0,0.7528089887640449,0.9997286399029551,p3_6g_temporal_focus,history_cost_quality,support_imitation,3,0.28,3|4|5|6,28.2,28.3,28.3,9,9
LE-GRA MVP,0.5721841780840183,3000.0,13.333333333333334,9.523809523809524,1.0,0.0,3.0,0.7142857142857143,0.35,1.0,1.0,12,0.004043223133713146,teacher_boundary,teacher_candidate_boundary,2.5,1.5,uniform,4,2,0.0,1.0,0.0,4.0,2,4.0,0.0,2,0.25,kmeans_embedding,2.704119850187266,0.1947565543071161,0.015917602996254682,1.0490738881844508,2.7802746635251276,2.25,2.655430711610487,0.1947565543071161,2.655430711610487,0.1947565543071161,267.0,0.0,0.0,0.0,0.0,2.0,4.0,2.5,0.0,0.0,0.25,2.0,0.7528089887640449,0.9997286399029551,p3_6g_temporal_focus,history_cost_quality,support_imitation,3,0.28,3|4|5|6,28.2,28.3,28.3,9,9
