candidate_seed,selected,restart_selection_mode,support_pairwise_accuracy,support_ari,support_nmi,support_utility,support_teacher_utility,support_utility_gap,support_contrastive_loss,support_weak_bce,support_weak_margin_min,support_weak_margin_mean,support_proto_sep_margin,selected_epoch,selection_validation_loss
7,0,support_imitation,1.0,1.0,1.0,0.6659085960100777,0.6659085960100777,0.0,0.010950385794462265,0.39686492567807347,0.0003847832176095198,0.0013371083140364393,0.723205349317911,12,0.010831425058212602
9,1,support_imitation,1.0,1.0,1.0,0.6659085960100777,0.6659085960100777,0.0,0.0025597355023418283,0.4647669231921067,-0.0004645739828731399,1.6981087629503326e-05,1.047224387800651,12,0.004043223133713146
11,0,support_imitation,1.0,1.0,1.0,0.6659085960100777,0.6659085960100777,0.0,0.004868183338582498,0.4796554482415651,-0.0012873832872701573,-0.0004908482671756031,0.8137595476344704,12,0.005768950949507312
